step;ros_timestamp;ft_wrench_fx;ft_wrench_fy;ft_wrench_fz;ft_wrench_tx;ft_wrench_ty;ft_wrench_tz;current_absolute_pose_x;current_absolute_pose_y;current_absolute_pose_z;current_twist_vx;current_twist_vy;current_twist_vz;current_twist_wx;current_twist_wy;current_twist_wz;action_f_x;action_f_y;action_f_z;action_t_x;action_t_y;action_t_z;reward
11;0,3686;-0,004552519;0,005065062;0,012030543;-0,004551733;-0,0030274694;0,027916076;0,61965925;0,12057698;0,54372996;0,035139803;;-0,010450901;-0,124249466;-0,025958033;-0,005229029;0,1792212;0,12218852;-0,074706905;-0,11987786;-0,8235874;0,0060911947;0,0
12;0,3986;-0,018493865;0,020360617;0,0047955965;-0,028116329;-0,029408447;0,032932557;0,61991316;0,12065382;0,5436096;0,03385528;0,015232235;-0,010867023;-0,1345306;-0,027022379;-0,001438653;0,13401581;0,15033852;-0,07106672;-0,13315587;-0,87060547;0,0073421653;0,0
13;0,4286;-0,0002777459;0,031248912;0,0073882923;-0,042351507;0,0066243494;0,028979719;0,6200821;0,120783;0,54352075;0,030789815;0,017536556;-0,011270381;-0,14765684;-0,027124599;-0,0011667149;0,049034707;0,17179248;-0,022651965;-0,12634371;-0,95766616;0,009097524;0,0
14;0,4585;0,0049385754;0,0207043;;-0,030009491;0,012869607;0,033747505;0,62023956;0,12094201;0,5434059;0,02546614;0,020221325;-0,010214106;-0,15668413;-0,026028097;-0,0018957099;0,08542451;0,1732321;-0,038369212;-0,13302979;-0,9168515;0,009075642;0,0
15;0,4886;;0,022713162;;-0,029080875;-0,027067132;;0,62037086;0,12112519;0,54330355;0,021646215;0,02282821;-0,009202539;-0,16424194;-0,025411028;-0,0005187677;0,16403085;0,1804503;-0,07771963;-0,1376187;-0,8053893;0,0072526084;0,0
16;0,5186;;0,0073347567;0,008829539;-0,005572693;0,005001949;0,03458312;0,6205181;0,12128811;0,54325414;0,02157214;0,024927361;-0,009796637;-0,17201167;-0,025695603;0,0006632007;0,16908817;0,18774939;-0,07287153;-0,1377114;-0,78291905;0,0059778723;0,0
17;0,5486;-0,03211564;0,018657878;0,006726682;-0,028401308;-0,0532184;0,03088877;0,6207282;0,12147692;0,5431301;0,02284208;0,026756156;-0,010537738;-0,17821915;-0,02600696;0,0011106384;0,16774996;0,18386315;-0,069404826;-0,14469412;-0,7568002;0,0018773305;0,0
18;0,5786;0,014814042;0,020074032;;-0,022985628;0,029970724;0,031107482;0,6208809;0,12169033;0,5430751;0,02375985;0,028461393;-0,010906068;-0,18487117;-0,026125167;0,0040557883;0,17759377;0,18173078;-0,06908622;-0,14489461;-0,76121104;0,02465161;0,0
19;0,6086;-0,016494479;0,020584736;0,0032696384;-0,028778225;;0,032562185;0,6210512;0,12190403;0,5429862;0,024556836;0,02905604;-0,0112522775;-0,19047168;-0,025758166;0,0030786737;0,16848838;0,18871869;-0,06700027;-0,14520727;-0,74357957;0,025458833;0,0
20;0,6487;0,0035592862;0,026008317;-0,006727632;-0,037627082;0,01120793;0,032753587;0,6212829;0,1222043;0,5428831;0,025282668;0,03045802;-0,011328583;-0,19590229;-0,026289944;0,006463212;0,1280316;0,21401998;-0,06865975;-0,13874239;-0,7075612;0,032651708;0,0
21;0,6785;-0,0038212943;0,026150513;-0,0066454075;-0,039092664;-0,0023570505;0,034156103;0,62144;0,12243719;0,54280007;0,024222745;0,03196928;-0,011670082;-0,1968822;-0,025003126;0,0071273;0,11935287;0,21485588;-0,07027484;-0,13879073;-0,7086247;0,021774564;0,0
22;0,7088;;0,026062662;-0,017798087;-0,033362847;0,02478404;0,034905963;0,6215737;0,12264989;0,5427095;0,022368668;;-0,012004489;-0,19663572;;0,006653254;0,13166206;0,22156629;-0,09297619;-0,14548086;-0,6188795;0,01659082;0,0
23;0,7486;;0,03907583;0,007880339;;0,009782435;0,033883434;0,6217433;0,12297528;0,5426117;0,020979881;0,034966905;-0,012887318;-0,19814059;-0,024626313;0,0069395825;0,108951904;0,28671977;-0,0915482;-0,15201001;-0,65631163;0,04936406;0,0
24;0,7886;0,018962983;0,016063487;0,0066302256;-0,023458777;0,032741707;0,03734689;0,6219071;0,123341985;0,54252106;0,019523187;0,038914252;-0,01416774;;-0,023732506;0,0060141953;0,1120168;0,28759155;-0,10293131;-0,14950417;-0,5685036;0,12466891;0,0
25;0,8185;0,005657058;0,028772857;-0,00672813;-0,037995666;0,0106795365;0,034573253;0,6220007;0,123674326;0,5424436;0,018562341;0,041441087;-0,015035257;-0,20565206;-0,024101011;0,006107119;0,14866062;0,3063791;-0,13561435;-0,14930657;-0,46611696;0,11717362;0,0
26;0,8485;0,020285059;0,0082887;-0,00072221947;-0,0070749735;;0,036809877;0,6221278;0,12397884;0,5423426;0,018924085;0,044134565;-0,01680764;-0,20714115;-0,024552526;0,008268808;0,1473015;0,33254644;-0,13395682;-0,16235147;-0,360948;0,1624794;0,0
27;0,8785;0,006591195;0,01877268;0,0028504361;-0,025802877;0,012284342;0,034929764;0,6222914;0,12429984;0,5421632;0,019680372;0,04687621;-0,018549409;-0,21183488;-0,022891529;0,00850771;0,13842225;0,33906516;-0,124987125;-0,16001049;-0,33395606;0,17424315;0,0
28;0,9086;0,0069620647;0,011205101;0,0035404372;-0,013088689;;0,039387062;0,6224176;0,12463863;0,5420557;0,020047078;0,049852084;-0,019403253;-0,2162177;-0,021260338;0,01187883;0,14209037;0,35686627;-0,10963701;-0,15981057;-0,223349;0,18720426;0,0
29;0,9386;0,1228709;0,037959978;-0,14666823;-0,072330445;;;0,6225431;0,12497844;0,54192513;0,019425614;0,05178223;-0,01958772;-0,21839315;-0,018382473;0,005475868;0,13602316;0,36542857;-0,09372177;-0,1597622;-0,14875549;0,19297554;0,0
30;0,9787;0,25994176;0,05732876;-0,43616384;-0,12541881;;0,048587486;0,6225819;0,12537883;0,54184455;0,013087084;0,050591942;-0,019386362;;-0,012107016;-0,04467387;0,1303716;0,36555722;-0,088691145;-0,14867404;-0,12540402;0,21267642;0,0
31;1,0085;0,30117375;0,05175661;-0,5853387;-0,1279658;1,0;0,05333567;0,6225228;0,12567751;0,5417755;0,0057700714;;-0,019458419;-0,21115534;-0,007811285;-0,092224754;0,14646624;0,36764044;-0,086607926;-0,13550937;-0,08087944;0,20986702;0,0
32;1,0286;0,3326153;0,047194548;-0,6328422;-0,112943366;1,0;0,052540563;0,6224741;0,12586842;0,5417218;0,00095370493;0,047000535;-0,019424636;-0,20289828;-0,005206379;-0,12457837;0,15488285;0,36742276;-0,0868256;-0,13562313;-0,058872186;0,20830293;0,0
33;1,0586;0,30081218;0,011306654;-0,6405498;-0,016857216;1,0;0,04561945;0,6223913;0,12615873;0,5416309;-0,0051858416;0,044904698;;-0,19366145;-0,006381628;-0,16716078;0,16890989;0,36598182;-0,088266544;-0,1291302;-0,046746742;0,21077512;0,0
34;1,0885;0,2213668;-0,083501086;-0,48952442;0,23381254;0,7858652;0,036176067;0,62232095;0,12646991;0,5414972;-0,0082643805;0,044745877;-0,017573489;-0,18728718;-0,015969848;-0,18380697;0,17772107;0,3612134;-0,09303499;-0,12500487;-0,03768891;0,21643627;0,0
35;1,1286;0,044736404;-0,10827784;-0,22977082;0,31851417;0,265237;0,027078407;0,6223302;0,12693721;0,54131526;-0,0061567575;0,047423746;-0,013639377;-0,18435407;;-0,16278788;0,18209635;0,36495852;-0,099093765;-0,12527962;-0,01105358;0,21265851;0,0
36;1,1686;-0,07225479;0,02094353;-0,008298904;-0,03532149;-0,100532666;0,044957362;0,62245524;0,1274638;0,5410942;0,001986274;;;-0,18235056;-0,04700919;-0,10820324;0,16474408;0,36238188;-0,10412139;-0,12988618;-0,014358869;0,23612374;0,0
37;1,2086;-0,012207704;0,04477398;;-0,0701519;0,0044569764;;0,6226201;0,1279798;0,54088837;0,00998709;0,056969777;-0,015421649;;-0,024933564;-0,05727999;0,15903346;0,36765352;-0,106202684;-0,13655947;-0,014112225;0,26691514;0,0
38;1,2386;-0,050848037;;-0,009687742;-0,017903924;-0,07375531;0,04089308;0,6227326;0,12839495;0,54081196;0,013720075;0,059273493;-0,016364664;-0,18294539;-0,016111666;-0,030888094;0,1614289;0,37522632;-0,10598284;-0,14096525;-0,013000426;0,27782243;0,0
39;1,2687;-0,024470408;0,013211722;-0,0049885986;;;;0,6228364;0,1288028;0,5407421;0,01646223;0,06141136;-0,016739601;-0,18673803;-0,01160024;-0,009956782;0,1589855;0,3815686;-0,1045425;-0,140846;-0,010376667;0,31520575;0,0
40;1,2986;-0,028835844;0,019338166;0,049922463;-0,024167133;-0,047717884;0,035111874;0,6229547;0,12921715;0,54064685;0,018794008;0,06304821;-0,017112143;-0,18992989;-0,007115138;0,005077598;0,17648251;0,3814753;-0,09973385;-0,14055721;-0,0040234006;0,32428277;0,0
41;1,3286;-0,026148543;0,01108736;-0,0023949412;-0,0063396664;-0,030887458;0,042092323;0,6231091;0,1296247;0,5405352;0,020921633;0,06425845;-0,017188948;-0,19221623;-0,0039022628;0,016065227;0,1955575;0,38748932;-0,09371982;-0,12240186;0,052257083;0,35435185;0,0
42;1,3686;0,049259994;0,023725064;-0,12622257;-0,03249174;0,18738633;0,04312496;0,62332475;0,13021569;0,5403555;0,023185173;0,06538819;-0,017038325;-0,1888302;-0,00059622846;;0,19987051;0,39252135;-0,0886878;-0,11764943;0,06694126;0,3941667;0,0
43;1,4088;0,18814626;0,048244394;-0,36675546;-0,1093307;0,6099908;0,04860559;0,62347096;0,1307338;0,54023325;0,020744242;0,063301064;-0,017413473;-0,1783421;0,005464529;-0,0031687634;0,17412464;0,39705247;-0,062097862;-0,10409419;0,07103892;0,45800227;0,0
44;1,4486;0,3110764;0,09534887;-0,6081338;-0,22709721;1,0;0,053600416;0,6234671;0,13120008;0,5401952;0,012573395;0,05935224;-0,017376158;-0,16342905;0,011188785;-0,056626473;0,1531034;0,40764478;-0,05395653;-0,10406375;0,0717087;0,48395193;0,0
45;1,4786;0,38871306;0,07757563;-0,7041124;-0,20629078;1,0;0,056936365;0,6233948;0,13151994;0,5401594;0,0036292567;0,055869874;-0,017178299;-0,15106744;0,016773717;-0,10742076;0,14453211;0,41092858;-0,045770783;-0,0974138;0,08728851;0,4885831;0,0
46;1,5087;0,41514453;0,054472096;-0,7702116;-0,14130042;;0,056296982;0,6232857;0,13183372;0,5401069;;0,051764812;-0,01640148;-0,13903476;0,017389717;-0,16440046;0,120122716;0,41518867;-0,03415773;-0,08646377;0,08309115;0,54723424;0,0
47;1,5386;0,30207896;-0,028954227;-0,7024336;0,073360085;1,0;0,045826036;0,6231678;0,13216817;0,5400265;-0,012724604;0,049498275;-0,014311931;-0,12778287;0,008406495;-0,20172647;0,11444708;0,4090778;-0,03046468;-0,07994977;0,07117043;0,57042104;0,0
48;1,5686;0,17774609;-0,11941284;-0,4280898;0,336414;0,6416633;0,033875573;0,6230527;0,13256393;0,53994346;-0,016217966;0,05085192;-0,01077023;-0,1204364;;-0,19555356;0,12472021;0,39914587;-0,018337792;-0,08027837;-0,0014181454;0,63228357;0,0
49;1,5986;0,028414035;-0,04223793;-0,14397067;0,14958456;0,16963519;0,041148197;0,6230438;0,13299842;0,5398496;-0,013488878;0,05378662;-0,006530359;-0,11757919;-0,033687614;-0,16000345;0,12921622;0,3954331;-0,009795654;-0,087094486;-0,004313901;0,6560048;0,0
50;1,6387;-0,035306383;0,029156879;-0,015297966;-0,050132714;-0,03957311;0,047281392;0,6231477;0,13358647;0,5396891;-0,0032412147;0,059513774;-0,0052725547;-0,11584006;;-0,08619798;0,15141338;0,39973658;-0,010394136;-0,09406274;-0,010556754;0,67763406;0,0
51;1,6785;-0,03217075;0,008181838;-0,019161355;-0,0096229715;-0,03963851;0,045755666;0,62324905;0,13417137;0,5396171;0,004943821;;;-0,11824482;-0,014215358;-0,035125166;0,15189031;0,397893;-0,007335745;-0,10091201;-0,014181921;0,7264304;0,0
52;1,7188;0,0029747593;0,013013504;-0,0072634267;-0,013498998;0,031394385;0,044871558;0,62342346;0,1347671;0,5395363;0,0110350875;0,06584318;-0,0038240093;-0,12295031;-0,003970437;-0,0014458031;0,14119653;0,41324443;0,008015679;-0,10091749;-0,014302451;0,7518861;0,0
53;1,7588;-0,044284586;0,01894546;-0,0070293755;-0,021383036;-0,057073157;0,043709777;0,6235653;0,13536076;0,5395387;0,014594833;0,06786306;-0,0024548003;;-0,0019661079;0,019871728;0,121293925;0,41184592;0,02132305;-0,10521702;-0,010852765;0,7846794;0,0
54;1,7986;-0,04718764;0,020428184;-0,0011445509;;-0,06619337;0,04084549;0,62369776;0,13600002;0,5395347;0,016322695;0,06959138;-0,00093756785;-0,13245618;0,001074637;0,03433261;0,092223786;0,42319438;0,047377393;-0,11162518;-0,04562317;0,7986914;0,0
55;1,8286;-0,028446864;0,022658657;-0,011833535;-0,029376851;;0,044858005;0,6237742;0,13650002;0,5395756;0,015898546;0,07093527;0,0008845941;-0,13763186;0,0024843586;0,04248295;0,08280067;0,43114695;0,050428003;-0,11129382;-0,087353036;0,81345993;0,0
56;1,8686;-0,02949743;0,020670595;-0,0061928253;-0,02996962;-0,04044204;0,041725524;0,62390333;0,13715857;0,53957653;0,014478014;0,07280281;0,0035240983;-0,14337273;0,00047698058;0,050052077;0,09851995;0,43053943;0,052271456;-0,122131504;-0,1297036;0,8227343;0,0
57;1,9086;-0,012952017;0,029511487;0,003381287;-0,047475398;-0,0068727043;0,039217956;0,6240233;0,13781533;0,5396294;0,014341188;0,07426762;0,005206475;-0,1514022;0,00011627278;0,056539666;0,11938711;0,42498374;0,056519687;-0,12193152;-0,1253039;0,8254841;0,0
58;1,9386;-0,03161496;0,013328509;-0,0049594482;-0,014597724;-0,044536743;0,04078065;0,6241192;0,13829497;0,5397138;0,015098251;0,074645914;0,00634542;-0,15643363;;0,058619715;0,1303294;0,42623147;0,055316452;-0,121883385;-0,12424492;0,83635837;0,0
59;1,9686;-0,010469894;0,024591558;-0,0026399286;;-0,005017497;0,040133502;0,62424356;0,13880493;0,53977;0,01617012;0,074957;0,007240859;-0,1601359;-0,0019586387;0,060636096;0,1277913;0,4236546;0,06499446;-0,117479876;-0,1662567;0,835632;0,0
60;1,9986;-0,010917998;-0,005501442;-0,010875063;0,011062682;0,0022144748;0,041791096;0,624374;0,1392946;0,5398211;0,017087191;0,07473288;0,008139636;-0,16141757;;0,059869573;0,122031845;0,42239448;0,068636306;-0,122001804;-0,18403967;0,82451767;0,0
61;2,0286;0,047235213;0,042333778;-0,12071918;-0,09130358;0,19017732;0,044847537;0,6244605;0,13979326;0,5399081;0,016450914;0,0740285;0,0087546455;-0,16250893;-0,0021820825;0,05333229;0,101625554;0,41934362;0,08029134;-0,12225453;-0,21410942;0,83125514;0,0
62;2,0587;0,15075968;0,07452716;-0,24456699;-0,18486872;0,48823875;0,046613026;0,62451893;0,14026652;0,53994685;;0,07188115;0,009092406;-0,16213663;0,00051974267;0,030547764;0,08924238;0,4207861;0,08173383;-0,12244602;-0,21832225;0,8286221;0,0
63;2,0888;0,2095989;0,08606638;-0,38889024;-0,23165372;0,67051667;0,048274405;0,62448484;0,14068757;0,5400815;0,007917229;0,06878189;0,008915276;-0,16026044;0,006030045;-0,004206373;0,0739093;0,42310587;0,096308485;-0,1294615;-0,2582838;0,824071;0,0
64;2,1188;0,23063782;0,08196081;-0,46562043;-0,2197427;0,7516551;0,047800478;0,624444;0,1410908;0,54015034;0,0012771001;0,065964624;0,00913458;-0,16018683;0,009811496;-0,03908066;0,06900797;0,43040967;0,098710336;-0,12958269;-0,29362956;0,82240474;0,0
65;2,1486;0,24060659;0,1008355;-0,502876;;0,80439895;0,050816674;0,6243655;0,14149807;0,5402455;-0,005221162;0,06374752;0,009559546;-0,16065983;0,010949554;-0,07127531;0,08104554;0,43632096;0,10952357;-0,12981386;-0,3232253;0,82943845;0,0
66;2,1785;0,12828988;0,05002473;-0,38137507;-0,1291064;;0,0431857;0,62426925;0,14193094;0,5403425;-0,009301518;0,062916175;0,010271267;-0,16150314;0,0110018505;-0,09004611;0,095062904;0,43908924;0,11719382;-0,1298862;-0,3493264;0,8284439;0,0
67;2,2086;-0,0022391682;0,039600827;-0,13318232;-0,08245593;0,11228982;0,040018726;0,6242237;0,14242561;0,54044974;-0,008563917;0,06484154;0,012013287;-0,16460013;0,006252407;-0,07823451;0,110575356;0,43626806;0,13398048;-0,13655946;-0,38992906;0,81838584;0,0
68;2,2385;-0,05352726;;-0,010989143;-0,027437454;-0,071984;0,042707242;0,6242515;0,14292975;0,5405973;-0,0030921248;0,068378314;0,014610901;-0,17076811;0,00021628432;-0,042763136;0,113079876;0,42869544;0,1362118;-0,13650896;-0,41332772;0,8190803;0,0
69;2,2685;-0,058995795;;-0,016143812;0,0008961594;-0,08282987;0,042656757;0,6243148;0,1434454;0,5407499;0,0021212266;0,070829816;0,017026361;-0,17625013;-0,0057123085;-0,0126069635;0,1123662;0,41338125;0,15521133;-0,1407417;-0,44108877;0,82215446;0,0
70;2,2986;-0,033890516;0,020050252;-0,010542916;-0,027925137;-0,042387795;0,04144031;0,624389;0,14390555;0,5408637;0,0057925647;0,07185989;0,019526334;-0,18159099;-0,011502664;0,00846879;0,10304221;0,40287277;0,15450674;-0,14724362;-0,47792175;0,8348773;0,0
71;2,3386;-0,027072797;0,002214572;-0,010851609;;-0,02980531;0,043492295;0,62450916;0,14452156;0,5409966;0,009057922;0,07211429;0,021851493;-0,1886381;-0,015095218;0,027873341;0,06421174;0,36250037;0,17785984;-0,14245477;-0,5359657;0,81902474;0,0
72;2,3786;-0,031553257;0,006874417;-0,012923929;-0,008863644;-0,041686006;0,04603359;0,6246441;0,14514707;0,54113626;0,009879639;0,07062435;0,024289014;-0,1936766;-0,019647961;0,040147755;0,045220815;0,3427688;0,18263806;-0,12878999;-0,6274974;0,8077733;0,0
73;2,4086;-0,0032984442;0,021850975;-0,009869243;-0,035416484;0,0012836844;0,04338948;0,62467504;0,14558496;0,5413176;0,008852915;0,06824997;0,026166022;-0,19134304;-0,022210775;0,045477368;0,03666084;0,32843772;0,19771875;-0,13528848;-0,71327454;0,7745874;0,0
74;2,4386;-0,02427323;0,012601179;-0,0075898888;-0,018555583;-0,029296283;0,045642372;0,6247328;0,14600863;0,5414793;0,0076323906;0,06575878;0,027977416;-0,18984137;-0,023441115;0,049370807;0,037631385;0,32620686;0,2101938;-0,13525628;-0,73707587;0,769924;0,0
75;2,4686;-0,026332801;0,015778666;-0,009406921;-0,022405965;-0,036054347;0,045414947;0,62476546;0,14642735;0,54170173;0,0067715724;0,06375882;0,030076617;-0,18952614;-0,025254548;0,052740116;0,053178735;0,32191423;0,23286194;-0,14197707;-0,90127337;0,72857505;0,0
76;2,4985;-0,033336006;0,03912691;-0,0070882635;-0,060862843;-0,047143534;0,04355809;0,62480867;0,1468523;0,5419289;0,006747891;0,062141083;0,03244204;-0,19123887;-0,026056536;0,05549104;0,06438149;0,3397729;0,23601474;-0,14207534;-0,92794526;0,71701133;0,0
77;2,5286;;;-0,0121382335;-0,037465274;-0,04471177;;0,62488633;0,14724573;0,5421358;0,0072350507;0,06170654;0,03433535;-0,19337429;-0,025104176;0,058812838;0,07182567;0,34092867;0,24207246;-0,1423387;-0,99092853;0,70317787;0,0
78;2,5586;-0,03347666;0,018459698;-0,016078327;-0,026983032;-0,049921792;0,043453615;0,62495285;0,14765705;0,5423929;0,007855421;0,061665643;0,036035307;-0,19503675;-0,024849357;0,060982265;0,06968786;0,34319052;0,24923627;-0,1491513;-1,0019168;0,7014164;0,0
79;2,5885;;0,004798681;;0,0031649133;-0,05374595;0,043245528;0,6249984;0,14807984;0,5426852;0,00833608;0,06171322;0,037677106;-0,19820495;-0,025139928;0,062618494;0,053782713;0,34476388;0,27041748;-0,15393952;-1,0745779;0,69174665;0,0
80;2,6186;-0,01549429;0,029253852;-0,020087326;-0,056539036;-0,010366676;0,042621814;0,62507147;0,14849372;0,5429163;0,008115882;0,06189035;0,03973259;-0,20280677;-0,02598554;0,06400599;0,0409974;0,34803283;0,27368644;-0,16080496;-1,1194084;0,6790463;0,0
81;2,6587;-0,01190052;0,0668429;-0,07013349;-0,1336066;0,017343245;0,042583328;0,62510747;0,14905518;0,54332674;;0,061806343;0,041893322;-0,20921496;-0,02460432;0,061250087;0,025072226;0,35126787;0,27692148;-0,17216516;-1,1487445;0,6760298;0,0
82;2,6986;0,04531177;0,0977708;;-0,23198417;0,15985088;0,0472391;0,6250901;0,14958669;0,5437635;0,0038031072;0,061485138;0,04248917;-0,21802069;-0,016069125;0,05200384;0,025343902;0,33179215;0,27215162;-0,17223668;-1,1503181;0,67504627;0,0
83;2,7287;0,009224733;0,09317589;-0,14316049;-0,23162107;0,1170693;0,04889019;0,62506264;0,14995788;0,5440789;0,0013355376;0,059827287;0,04187637;-0,22232959;-0,005437314;0,038501505;0,030384956;0,32939756;0,27465898;-0,17890316;-1,1662618;0,67529386;0,0
84;2,7586;-0,011576796;0,034233056;-0,05468815;-0,08099988;0,022560526;0,039811477;0,6250367;0,15034932;0,5443757;6,158031e-05;0,058987748;0,041810673;-0,22815855;-0,0007079908;0,034384962;0,05015385;0,3283801;0,27364156;-0,1787477;-1,1873515;0,6876439;0,0
85;2,7986;-0,041132294;0,023756802;-0,008691022;-0,033933267;-0,058235876;0,038875833;0,6250332;0,15089808;0,5448587;0,0016642816;0,05941486;0,04349094;-0,23733488;-0,00895743;0,04590483;0,06792321;0,31209633;0,26961267;-0,18515415;-1,1648946;0,6710422;0,0
86;2,8386;;0,005400215;-0,004464823;-0,006013454;-0,054776136;;0,6250403;0,15142651;0,5453666;0,0041496684;0,05885523;;-0,24609505;-0,016716616;0,053841982;0,07078549;0,29434502;0,28127313;-0,1781383;-1,1739446;0,6704922;0,0
87;2,8686;-0,028884739;0,019076003;-0,02163047;-0,026712794;-0,04091104;0,040300243;0,62510437;0,15183029;0,5456654;0,0056868494;0,057845835;0,045727156;-0,24931969;-0,020802842;0,05822704;0,05669184;0,27044487;0,28923574;-0,17783539;-1,1917902;0,64912623;0,0
88;2,9086;-0,03527347;0,023839172;-0,027225088;-0,03426316;-0,052186247;0,04258936;0,62517077;0,15233159;0,54607856;0,0063097673;0,05540731;0,04711348;-0,25087553;-0,024460938;0,061423607;0,035830915;0,22943148;0,30459487;-0,17095105;-1,2282435;0,63144916;0,0
89;2,9487;-0,032060437;0,011931357;-0,008983685;-0,021476462;-0,0480177;0,045526884;0,62520844;0,15279846;0,5465055;0,0061111874;0,05201778;0,048431657;;-0,025404576;0,062755294;0,02336783;0,21083717;0,30560842;-0,1709042;-1,1945329;0,5810313;0,0
90;2,9886;-0,05314195;0,007556183;-0,009029126;-0,011560934;-0,08664996;0,039503615;0,62525016;0,15322146;0,5469514;0,005162995;0,04803692;0,049918596;-0,24730974;-0,027585808;0,062895656;0,028319588;0,15849237;0,30963618;-0,15988094;-1,1971192;0,5640962;0,0
91;3,0186;-0,005632253;0,011766025;-0,014333047;;;0,043867487;0,6252597;0,15349364;0,5473183;0,004596884;;0,050672963;-0,2430304;-0,027705431;0,064428784;0,03866402;0,14950363;0,3153533;-0,16001973;-1,2246822;0,5468694;0,0
92;3,0487;-0,024641547;0,013571128;-0,012996329;-0,0211514;-0,03760469;0,045446318;0,62528855;0,15372263;0,5476722;0,0046002828;0,03965464;0,051639136;-0,23825434;-0,028798122;0,062017813;0,059469268;0,09146533;0,32349148;-0,14918432;-1,2559112;0,49671394;0,0
93;3,0786;-0,034182798;0,014644568;-0,015525466;-0,021526888;-0,05591785;0,046202302;0,62528956;0,15394938;0,5481082;0,0054602567;0,034755897;0,052628256;-0,23188931;-0,029243318;0,06270052;0,06609311;0,080039136;0,3218692;-0,14931867;-1,2588668;0,47444195;0,0
94;3,1185;-0,042145856;0,0011068633;-0,0137775615;0,000804263;-0,071693435;0,04737317;0,62533635;0,1541591;0,5486379;0,006802426;0,028695626;0,05374903;-0,22433108;-0,030366087;0,06198185;0,071512856;0,052430138;0,31386805;-0,14295183;-1,2821951;0,40879968;0,0
95;3,1485;-0,032386962;0,02482323;-0,008046491;-0,03822936;;0,04615533;0,62538177;0,15430374;0,549024;;0,02465731;0,053902026;-0,2187911;-0,030160852;0,061676167;0,046385307;0,004849806;0,3275622;-0,13204221;-1,3363011;0,36477095;0,0
