step;ros_timestamp;ft_wrench_fx;ft_wrench_fy;ft_wrench_fz;ft_wrench_tx;ft_wrench_ty;ft_wrench_tz;current_absolute_pose_x;current_absolute_pose_y;current_absolute_pose_z;current_twist_vx;current_twist_vy;current_twist_vz;current_twist_wx;current_twist_wy;current_twist_wz;action_f_x;action_f_y;action_f_z;action_t_x;action_t_y;action_t_z;reward
38;1,2374;0,13506564;-0,49221578;-0,7589975;1,0;0,44962314;-0,14014891;0,62102246;0,123226754;0,55566823;-0,009815927;0,0070583983;-0,053881045;0,15747078;-0,2098272;-0,097103894;0,17451482;0,07006123;-0,4503636;0,13340627;1,7911469;0,1646057;0,0
39;1,2774;0,04736264;-0,41577262;-0,6363469;1,0;0,19350578;-0,13582514;0,6208859;0,12337619;0,5551553;-0,01588465;0,007636512;-0,050381545;0,14882004;-0,2485493;-0,09095124;0,17467897;0,06375768;-0,4517652;0,13373315;1,7983385;0,15888806;0,0
40;1,3174;-0,008453352;-0,31321013;-0,46903983;0,9120115;0,014486471;-0,124201916;0,62083733;0,12351216;0,5545853;-0,016220108;0,00944092;-0,050108187;0,14443758;-0,2533113;-0,06484403;0,1473754;0,06854053;-0,44453138;0,13404909;1,8297987;0,14791343;0,0
41;1,3473;-0,019199356;-0,16578174;-0,23863487;0,4915472;-0,05053342;-0,10603325;0,62083864;0,1236095;0,55412984;-0,013014122;0,011000565;-0,05242768;0,14519204;-0,22870198;-0,04092174;0,12704979;0,06896099;-0,43675798;0,13420026;1,8086147;0,14999208;0,0
42;1,3874;;-0,02872793;-0,058570147;0,1114518;;-0,09516933;0,62098616;0,12364338;0,5533539;-0,0052501387;0,012072296;-0,058069237;0,15120068;-0,16600929;-0,017050814;0,10283108;0,07983774;-0,43078318;0,1276606;1,8281411;0,14177123;0,0
43;1,4173;-0,0021142024;-0,007316283;0,012406306;0,029300941;0,009486883;-0,087837495;0,6210886;0,12371305;0,55277956;0,00036465318;0,012020733;-0,062296554;0,15537637;-0,11530362;-0,010322048;0,09010349;0,08527046;-0,4179975;0,116502434;1,8440993;0,12621403;0,0
44;1,4474;-0,009068888;-0,016407656;-0,002417556;0,045921296;-0,0037536712;-0,08847043;0,6211676;0,12376461;0,5522864;0,0042854142;0,012529099;-0,06492428;0,1547485;-0,07640897;-0,004245581;0,09278379;0,08681134;-0,41645664;0,116449244;1,8429291;0,12548266;0,0
45;1,4874;-0,00013053292;-0,0046313796;0,016992982;0,023921361;0,009571492;-0,09168076;0,6212504;0,12382385;0,5516942;0,0076454263;0,013036323;-0,06691589;0,15237041;-0,041377045;0,00033993062;0,11277322;0,080849886;-0,40771222;0,116221406;1,8379166;0,122349866;0,0
46;1,5275;0,0073706284;;0,039310824;0,05782945;0,023923261;-0,091004714;0,62134856;0,12391087;0,551122;0,011033484;0,01323383;-0,06798744;0,15068163;;0,0038261446;0,13632725;0,078512475;-0,4002457;0,11590475;1,8636299;0,117995866;0,0
47;1,5674;0,010661834;-0,040621318;0,014714357;0,08349033;0,029760478;-0,09337172;0,62146354;0,12402816;0,55053604;0,014121267;0,013065695;-0,06772521;0,1492092;-0,0043937317;0,0053362567;0,1470569;0,075796105;-0,40296206;0,1155788;1,8809689;0,103301644;0,0
48;1,5973;-0,0077546523;-0,016508032;0,01358995;0,032155074;0,0019489008;-0,09179904;0,62162644;0,12410951;0,55000174;0,016593572;0,012758945;;0,14836143;0,0033843543;0,005280682;0,1482118;0,06975718;-0,40655002;0,10418221;1,9243616;0,1355283;0,0
49;1,6174;0,0009419429;-0,010128738;0,025326768;0,02490618;0,010647941;-0,09214267;0,62172323;0,12416408;0,5496724;0,018009089;0,012496911;-0,06788472;0,14474167;0,008027656;0,006488411;0,13664013;0,069141395;-0,4071658;0,092949405;1,9713575;0,14958207;0,0
50;1,6474;-0,024733115;-0,02062232;0,013657674;0,046008926;-0,032694902;-0,0925015;0,6218475;0,12425967;0,5492184;0,019329242;0,012354587;-0,06822053;0,13730894;0,013762008;0,009387871;0,13294175;0,06760617;-0,411152;0,09291951;1,9952097;0,1491711;0,0
51;1,6874;0,043406643;-0,14229785;-0,117756054;0,3531746;0,12817077;-0,10107162;0,6219525;0,124338426;0,5486957;0,018509105;0,011704775;-0,067005575;0,12694438;0,0040880237;0,0065355483;0,11428388;0,07111083;-0,4100983;0,08627743;2,0043128;0,15996669;0,0
52;1,7274;0,059949376;-0,23637573;-0,27744633;0,6326031;0,20049629;-0,11018964;0,62196946;0,12444485;0,54826444;0,013584519;0,010643209;-0,063791685;0,11550158;-0,027354471;-0,005464568;0,12089422;0,07344358;-0,4053146;0,08201703;2,016793;0,15244819;0,0
53;1,7574;0,056851238;-0,26184276;-0,35102183;0,71740013;0,22441839;-0,11786927;0,62195915;0,12449125;0,5479322;;0,010099127;-0,0607688;0,10571284;-0,056875236;-0,01693728;0,14083724;0,08106919;-0,40013996;0,075633675;2,0397577;0,16680123;0,0
54;1,7874;0,07018559;-0,2871404;-0,3948076;;0,25055498;-0,12440173;0,6219127;0,12456663;0,5476472;0,0040508625;0,009962214;-0,057658087;0,09537767;-0,08575422;-0,027049923;0,1535925;0,08473789;-0,39647126;0,06914979;2,0278313;0,16955963;0,0
55;1,8173;0,049420197;-0,29254907;-0,406;0,81381625;0,19201486;-0,123196386;0,6218693;0,12464727;0,54735583;;0,010224106;-0,05452293;0,08414861;-0,1138251;-0,03355784;0,16215974;0,095079005;-0,38367915;0,058319647;1,9856466;0,163619;0,0
56;1,8474;0,03240963;-0,32333988;-0,40855008;0,8899853;0,15119556;-0,123013146;0,62186956;0,12476551;0,54698783;;0,011114962;-0,052056376;;-0,13212226;-0,035613764;0,16316633;0,10396048;-0,37724867;0,058420476;1,9878649;0,16500537;0,0
57;1,8773;0,03800899;-0,25451964;-0,3720671;0,72777444;0,15243599;-0,11642098;0,6218578;0,124859385;0,54667795;-0,0024312972;0,012552417;-0,049575403;0,06183058;-0,14777854;-0,033796106;0,15532131;0,102908865;-0,38075125;0,040754754;1,9505261;0,16209355;0,0
58;1,9073;0,0021841605;-0,23142044;-0,34190693;0,66357106;0,07772951;-0,11391605;0,62188274;0,12496382;0,54627323;-0,002603369;;-0,04909989;0,050922558;-0,14752442;-0,031311464;0,14125435;0,10193002;-0,37437716;0,040774483;1,9264504;0,15215243;0,0
59;1,9473;0,010283546;-0,14089218;-0,17906225;0,41142654;0,07361065;-0,10946928;0,62188876;0,12510309;0,5458318;-0,0011940304;0,014997953;-0,04967948;0,039593227;-0,1353305;-0,024805482;0,120580934;0,092799164;-0,36635116;0,03399054;1,8834127;0,15078494;0,0
60;1,9774;-0,015481484;-0,09086183;-0,12446789;0,2819879;0,015949171;-0,10392415;0,6219394;0,12520927;0,5454464;;;-0,05099381;0,033325735;-0,115199834;-0,01837823;0,11289682;0,079466924;-0,37233046;0,033750188;1,8781251;0,14748013;0,0
61;2,0073;-0,015550895;-0,048595935;-0,041037746;0,15893936;0,0075953323;-0,09363163;0,62199455;0,12531061;0,5450347;0,0034048557;0,01504288;-0,052718382;0,028999101;-0,09270314;-0,013669529;0,113442734;0,07710763;-0,36978778;0,033627734;1,8754311;0,14579637;0,0
62;2,0374;-0,002310618;-0,035619624;-0,012852153;0,11431892;0,020277373;-0,09705195;0,62209064;0,12536518;0,5445879;0,006465716;0,014645573;-0,055071898;0,027130406;-0,0659185;-0,0075198426;0,1167523;0,07005821;-0,37193525;0,02661128;1,8272783;0,14123191;0,0
63;2,0673;-0,03204182;-0,01601027;0,014740666;0,057452016;;-0,090591736;0,6221665;0,1254441;0,54421896;0,009628172;0,01405342;-0,056822855;0,023860944;-0,044491213;-0,002130878;0,12767455;0,06876913;-0,36832237;0,033106603;1,8394564;0,12841842;0,0
64;2,0974;-0,019765858;-0,014934774;0,013675806;0,05553231;;-0,0932915;0,6222742;0,12551397;0,54380524;0,01250937;;-0,05844139;0,02293089;-0,025270268;0,0028024735;0,14420183;0,06963918;-0,36009938;0,026177313;1,7932211;0,10973381;0,0
65;2,1273;-0,0113972;-0,029797856;0,009004325;0,08815071;0,0071237027;-0,09312358;0,62236995;0,12558277;0,54341984;0,015063212;0,012966624;;0,021116694;-0,012988721;0,0035374362;0,14458175;0,0685436;-0,358744;0,0261159;1,7918701;0,1191018;0,0
66;2,1574;0,011976888;-0,077093214;-0,09648536;0,22457057;0,06332239;-0,09767296;0,6224763;0,12563147;0,54305977;0,016180178;0,012492202;-0,058661006;0,018216299;-0,010177777;0,0028884779;0,13436668;0,07372308;-0,34621155;0,026075013;1,7174411;0,09300854;0,0
67;2,1873;0,041598346;-0,16782036;-0,17531669;0,44135535;0,1529384;-0,100864;0,62252045;0,12569506;0,5427697;0,014850328;0,012023082;-0,056947213;0,0149765;-0,018927794;-0,002561139;0,12125781;0,07493555;-0,33519518;0,021673847;1,7023149;0,098873235;0,0
68;2,2173;0,078547336;-0,22665326;-0,27698785;0,61370033;0,25152966;-0,10699589;0,62252855;0,12576683;0,54253316;0,011447853;0,011015945;-0,05353534;0,00996153;-0,04033626;-0,0151991015;0,105281256;0,068117104;-0,31015086;0,021883186;1,6824105;0,101751655;0,0
69;2,2474;0,10305365;-0,26344463;-0,33964506;0,7103723;0,32762495;-0,11118791;0,62250084;0,12581766;0,5423285;0,0066404133;0,009627957;-0,049066808;0,0047425944;-0,06676381;-0,030895246;0,09835111;0,07209775;-0,29881728;0,021998264;1,6849422;0,098227754;0,0
70;2,2774;;-0,30888075;-0,41234738;0,8466635;0,3415183;-0,11399752;0,6224465;0,12588328;0,54213226;0,00095075805;0,008251251;-0,044463664;0,00055793836;-0,09340907;-0,048015505;0,080224134;0,08330091;-0,26800627;0,0044997986;1,4470348;0,056766026;0,0
71;2,3074;0,085998654;-0,28992316;-0,43339747;0,8137359;0,29093686;-0,11232843;0,6223853;0,12594314;0,5418947;-0,004751463;0,008060384;-0,039485447;;-0,118628226;-0,05997941;0,062059935;0,074969515;-0,21506317;0,0046958583;1,3042892;0,044143215;0,0
72;2,3373;0,018941825;-0,26719016;-0,39192975;;0,1207506;-0,111708544;0,6222845;0,12600681;0,5417132;;0,008483616;-0,034164935;-0,016552769;-0,13356656;-0,06292174;0,08865466;0,06828932;-0,14576297;0,0049669277;0,95894563;0,032551788;0,0
73;2,3675;-0,0147545235;-0,2213932;-0,3082424;0,63061756;0,011728657;-0,09742902;0,622246;0,12609354;0,54148966;-0,0108885765;0,009785426;;-0,022825997;-0,13973133;-0,052166082;0,09715982;0,06598983;-0,09659187;0,005042751;0,7727052;0,023381941;0,0
74;2,4074;-0,023658097;-0,08774224;-0,11783268;0,26750553;-0,030391581;-0,049293295;0,62225616;0,12621753;0,54123414;-0,008125136;0,011120946;-0,020652032;-0,024423314;-0,12238893;-0,0354506;0,09457477;0,062400267;-0,03890692;0,0051247757;0,36601305;0,0347222;0,0
75;2,4474;-0,018563196;0,012418755;0,031466506;-0,0073607913;-0,016500313;-0,0019949381;0,6223447;0,12629244;0,5409989;-0,0011967939;0,011674134;;-0,017708756;-0,08185618;-0,019757556;0,087023884;0,056053687;0,055236693;0,0050707515;0,13606635;0,008448326;0,0
76;2,4874;-0,013244334;0,0003896603;0,011100088;0,018594317;-0,005667836;0,032450855;0,62243646;0,12638102;0,54091233;0,0047688996;0,011426672;-0,0103746215;-0,0076379464;-0,046700913;-0,01096445;0,05389333;0,053954042;0,18794097;0,004813203;-0,106527835;0,004907033;0,0
77;2,5274;-0,009198189;0,023546133;0,013882289;-0,025817424;0,0063256673;0,04507902;0,62249523;0,12642768;0,54100055;0,007519906;0,011177861;0,00092120277;0,0008490279;-0,03224822;-0,0045629153;0,03523993;0,058742773;0,20988657;0,0044965213;-0,27689353;0,00055265764;0,0
78;2,5573;-0,033756327;0,0012226881;0,021366639;0,0056530097;-0,04474559;0,052529994;0,6225553;0,12649027;0,54109395;0,0078110383;0,011011712;0,010118834;0,0059127966;-0,02768796;-0,0025247938;0,019609217;0,06882463;0,34987038;0,0041699484;-0,45564675;-0,003937722;0,0
79;2,5874;;0,017269656;0,023602607;-0,022303019;-0,022702642;0,053396598;0,62259805;0,12655547;0,54125583;0,0072996304;0,0115509145;0,021653289;0,009691383;-0,027023239;0,00050473335;0,022795182;0,07983773;0,36578545;0,0040038885;-0,54916936;-0,006221044;0,0
80;2,6174;-0,031185275;0,024619423;0,009804034;;-0,035513114;;0,62262154;0,12660943;0,54158527;0,006936736;0,012491758;;0,01209726;-0,028875822;0,002779377;0,039878484;0,0779274;0,378581;0,0038226014;-0,5858374;-0,008713739;0,0
81;2,6473;;;-0,03939079;-0,1220817;0,0070583215;0,048158396;0,6226348;0,12670687;0,5419372;0,006879667;0,013344216;0,040871717;0,01391137;-0,026512738;0,0042584618;0,04843316;0,08925693;0,38991052;0,0037929502;-0,58648974;-0,009121445;0,0
82;2,6773;0,024291212;0,09585868;-0,12536171;-0,24904853;;0,045430955;0,62265193;0,12682004;0,5422589;0,006331725;0,013730591;0,046383217;0,016791692;-0,015850836;-0,0007709533;0,065453604;0,112712756;0,41091537;0,0038353552;-0,6509163;-0,008538376;0,0
83;2,7173;0,052981652;0,18122564;-0,26244003;-0,4957759;0,23940894;;0,6226579;0,12695816;0,54268426;0,0043802653;0,014730034;0,050665338;0,021209683;0,007678439;-0,013610281;0,06699321;0,10546703;0,41592455;0,004031997;-0,6384202;-0,0058345483;0,0
84;2,7474;0,08633361;0,2900779;-0,47859126;-0,83678144;0,38933483;0,031014647;0,6226498;0,1270581;0,54295;0,0013070119;0,014999434;0,05091998;0,025856882;0,041353334;;0,05948795;0,11240659;0,42776605;-0,004708816;-0,69999915;-0,003471707;0,0
85;2,7874;0,1328655;0,38353518;-0,67280877;-1,0;0,5783741;0,013536122;0,62256867;0,12721023;0,5432565;;0,0149637405;0,047529716;0,03201202;0,10734646;-0,061556537;0,0392017;0,10398291;0,4315973;-0,008835692;-0,72543097;0,0010582587;0,0
86;2,8174;;0,29157946;-0,6000885;-0,8995774;;-0,020669023;0,6224245;0,12734577;0,5435219;-0,012947024;0,014926566;0,045432497;0,0317305;0,14787248;-0,08163746;0,031228429;0,0991637;0,42677808;-0,008704652;-0,72254807;0,002860057;0,0
87;2,8473;0,058253564;0,19507433;-0,4637266;-0,6445666;0,33692482;-0,050985005;0,62226796;0,12750155;0,5439099;-0,016582673;0,0150288185;0,046674315;0,025476508;0,15567997;-0,088009916;0,019839697;0,094568394;0,4074769;-0,003968079;-0,68370295;0,0067134243;0,0
88;2,8774;0,02054557;;-0,25003928;-0,41964275;0,18690386;-0,07941518;0,6221869;0,1276342;0,54422104;-0,017283952;0,015138574;0,0487992;0,017869271;0,14624147;-0,08550391;0,026080552;0,095621556;0,41098103;-0,0038083594;-0,71286887;0,008909568;0,0
89;2,9074;-0,044294734;;-0,0053849053;-0,022725932;-0,043309107;-0,08565391;0,62215877;0,12776004;0,5445539;-0,013922342;0,015784888;0,053094804;0,008129632;0,11784384;-0,069581784;0,036851667;0,0941486;0,40950808;-0,010473289;-0,7369483;0,009178555;0,0
90;2,9373;-0,03465596;-0,052805025;0,052586347;0,07108472;-0,037854522;-0,08867128;0,622174;0,12785313;0,5449908;-0,008327171;0,016759772;0,059104044;-0,0046504596;0,073005036;-0,04727412;0,057554476;0,1008376;0,4014912;-0,010573044;-0,76365274;0,0078069135;0,0
91;2,9674;-0,04865195;;0,029701715;0,062359862;-0,061233472;-0,08261313;0,6221952;0,12795661;0,54546523;-0,0030980348;0,017400263;0,06315443;-0,014622271;0,04037585;-0,032079447;0,06377453;0,10067884;0,39643046;-0,010654554;-0,7981257;0,006686157;0,0
92;3,0073;-0,053992044;-0,03971024;0,017727252;0,056006487;-0,072773196;-0,07761269;0,6222226;0,12813759;0,54611653;0,0019854922;0,018037038;0,06674559;-0,023429962;0,0088509945;-0,018804047;0,059757296;0,09936582;0,4000194;-0,02876102;-0,812481;0,002820298;0,0
93;3,0374;-0,026397217;-0,048778884;0,04067075;0,074365646;-0,025517045;;0,6222757;0,12824793;0,546575;0,0044592107;0,018566942;0,06850373;-0,032549646;;-0,010236836;0,035198465;0,10641403;0,40461665;-0,033549316;-0,860634;-0,0017442972;0,0
94;3,0674;-0,024110999;-0,045601267;0,038685646;0,07698466;-0,02536824;-0,029461501;0,6223235;0,1283682;0,5470081;0,0056720674;0,018862065;0,06988854;-0,04097417;-0,018454159;-0,005903003;0,017748203;0,1027996;0,40835515;-0,033738345;-0,8893024;-0,004343411;0,0
95;3,1074;-0,04094167;-0,01697297;0,027340999;0,030061593;-0,049798895;0,027825462;0,6223898;0,12852065;0,5476307;0,0055057784;0,019403517;0,071175516;-0,045530275;-0,029218035;-0,0002921059;-0,0036793153;0,10192937;0,41483787;-0,03398312;-0,91919726;-0,007709069;0,0
96;3,1474;-0,023015106;-0,005675067;0,009441586;0,019505396;-0,015667148;0,08754322;0,6224531;0,12867579;0,5482081;0,0043531978;0,019621251;;-0,04309974;-0,034998827;0,0034110048;-0,00895024;0,1001513;0,4130598;-0,029632794;-0,962379;-0,009166604;0,0
