step;ros_timestamp;ft_wrench_fx;ft_wrench_fy;ft_wrench_fz;ft_wrench_tx;ft_wrench_ty;ft_wrench_tz;current_absolute_pose_x;current_absolute_pose_y;current_absolute_pose_z;current_twist_vx;current_twist_vy;current_twist_vz;current_twist_wx;current_twist_wy;current_twist_wz;action_f_x;action_f_y;action_f_z;action_t_x;action_t_y;action_t_z;reward
14;0,4775;-0,0087288525;-0,028300563;0,009516107;0,043672677;-0,027445477;-0,10585394;0,62045;0,122929305;0,54505897;0,02910712;0,019602094;0,017162366;0,14178792;-0,042023428;0,009264838;0,050963648;0,16718386;0,08058255;0,13368243;-0,8089865;0,091809936;0,0
15;0,5076;0,0025018877;-0,030017648;0,02207055;0,03762346;0,003582092;-0,1046765;0,6206158;0,1230618;0,54514796;0,02450478;0,021441005;0,01733885;0,14778525;-0,042208508;0,010440129;0,026774976;0,17767376;0,08617049;0,13348031;-0,86245286;0,11456174;0,0
16;0,5376;;-0,052204896;0,022965124;0,07986517;-0,031673077;;0,6206911;0,12326725;0,5452911;0,019484797;0,023762954;0,017589288;0,15346314;-0,043426603;0,011046445;0,031185133;0,2131335;0,09221847;0,13320024;-0,8931241;0,12092326;0,0
17;0,5777;0,0149967475;-0,0305724;0,022629537;0,04177504;0,020627374;-0,1057891;0,62081915;0,12351298;0,545436;0,014661143;;0,018018393;0,15847063;-0,044036824;0,012385947;0,04970597;0,2403364;0,0900096;0,121900775;-0,8966143;0,15959156;0,0
18;0,6176;;-0,037154377;0,015002765;0,053945445;0,00908829;-0,105959155;0,6209113;0,12382855;0,54563504;0,012247638;0,03167922;0,018507836;0,15718527;-0,04526564;0,013850067;0,06892114;0,26468015;0,06778472;0,115217894;-0,83121943;0,1749323;0,0
19;0,6476;-0,0033091232;;0,021755457;0,04709794;-0,009950357;-0,10513311;0,62099826;0,124089345;0,54576427;0,011723196;0,03494;0,017866934;0,15381405;-0,044899795;0,014859391;0,07343103;0,28170675;0,06520347;0,1085802;-0,8220199;0,17557582;0,0
20;0,6776;0,023635264;-0,031156048;;0,046968702;0,03066199;-0,10600416;0,62108505;0,124355994;0,54587406;0,011763326;0,038129553;0,016974498;0,14887026;-0,0442037;0,015183222;0,07226968;0,29605037;0,07464513;0,0909679;-0,85818326;0,18871714;0,0
21;0,7076;0,008690612;-0,036475856;0,023589823;0,05365593;0,0068126903;-0,10541729;0,6211662;0,124646224;0,54598564;0,0116894385;0,041186597;0,01656165;0,13936423;-0,043569777;0,015839929;0,06328466;0,29046232;0,071508065;0,086694874;-0,8378108;0,19123754;0,0
22;0,7376;0,0045418884;-0,026568558;0,012947878;0,036016114;0,0049346806;-0,103647344;0,62123215;0,12493897;0,5461207;0,011341843;0,04333398;0,016520308;;-0,044419695;0,015954426;0,04250907;0,28441566;0,055657502;0,06920166;-0,773315;0,21112257;0,0
23;0,7676;0,01368886;-0,021235567;0,01499102;0,02879607;0,016959684;-0,10350597;0,62128454;0,1252592;0,546239;0,01026528;0,044862565;0,015775606;0,11626406;-0,04423944;0,017535808;0,02851186;0,2796736;0,05581741;0,06264546;-0,7623228;0,2230989;0,0
24;0,7976;0,022291318;-0,031596188;0,00935845;0,045593895;0,03152927;;0,6213362;0,12556691;0,54632837;0,008754183;0,045707464;0,015052783;0,10291881;-0,044487868;0,018880418;0,035947725;0,27303278;0,061431482;0,06291097;-0,78099144;0,21653722;0,0
25;0,8376;0,01036895;-0,03910662;0,008880872;0,059269056;0,0108259935;;0,62138444;0,12597835;0,5464804;0,007304269;0,045864083;0,014495163;0,08979257;-0,044255;0,018171355;0,036659952;0,2673141;0,06551673;0,056362838;-0,84335095;0,24394324;0,0
26;0,8776;-0,00904253;-0,027730059;0,023674894;0,037394118;-0,019919569;-0,10382613;0,6214438;0,12638845;0,54662377;0,0066596884;0,045950994;;0,07917873;-0,044442598;0,020099442;0,0617768;0,27753747;0,04387733;0,05633605;-0,81126046;0,24357495;0,0
27;0,9075;0,01428214;-0,027460406;0,017843008;0,036788177;0,022969242;-0,10508307;0,6214742;0,12670368;0,5467414;0,0071136933;0,046270456;0,013883297;0,072579674;-0,044450447;0,021914665;0,073271774;0,2806193;0,04695915;0,051786564;-0,80514;0,23208159;0,0
28;0,9475;0,009229647;-0,056169767;0,021427382;0,08687966;0,012007081;-0,099348895;0,62154156;0,1271148;0,5468964;0,008374138;0,04680264;0,013188393;0,064536415;-0,045144126;0,022702882;0,08005785;0,2891149;0,06525868;0,055985585;-0,8434805;0,23875603;0,0
29;0,9775;0,01077454;-0,029517014;0,017132182;0,04138217;0,013427006;-0,10825221;0,6216012;0,1274518;0,5470151;0,009474346;0,04740337;0,013643932;0,06118724;-0,04656695;0,023386557;0,07071175;0,28935745;0,0704032;0,055658784;-0,9078597;0,2189439;0,0
30;1,0075;0,0016959334;-0,035637937;0,014318503;;0,0035848867;-0,103730805;0,6216813;0,1277609;0,54710096;;0,04804671;0,014115738;0,059163135;-0,045940783;0,023937318;0,06478473;0,288242;0,06438582;0,055526603;-0,9107677;0,22223262;0,0
31;1,0375;0,0037628773;-0,040924437;0,010675308;0,06090952;0,004612935;-0,102911584;0,6217502;0,12813757;0,54719096;0,010079861;;0,014337048;0,0575976;-0,045591347;0,024152422;0,044067256;0,28415683;0,04804571;0,055237982;-0,9171173;0,2182641;0,0
32;1,0675;-0,0063035176;-0,03263598;0,02996316;0,04568896;-0,016831564;-0,10557042;0,6217992;0,1284689;0,5472936;0,009417059;0,048599;0,014102557;;-0,046497468;0,023919087;0,03869724;0,27548397;0,046725787;0,05511673;-0,9197848;0,2114907;0,0
33;1,0975;;-0,040648717;0,024483081;0,057953034;-0,0018084253;-0,102806136;0,6218546;0,12877049;0,54739046;0,008627002;0,04864984;0,01338826;0,055240646;-0,045601416;0,025464898;0,055770427;0,2562144;0,042162128;0,05503565;-0,92156863;0,1950572;0,0
34;1,1275;-0,00091034576;-0,045225106;0,022329146;0,06746023;-0,007942534;-0,10340727;0,62189734;0,12909363;0,5474851;0,008388176;0,047888335;0,012784708;0,0545562;-0,045535937;0,025874669;0,070354536;0,24396881;0,03726947;0,05504978;-0,9212578;0,19525146;0,0
35;1,1575;-0,00085955404;;0,018608961;0,059687134;-0,0006539113;-0,104671255;0,6219445;0,12941875;0,5475772;0,008899925;0,046493467;0,01207105;0,05400712;-0,045233667;0,025117453;0,12380844;0,22091503;0,021568626;0,050737623;-0,8527265;0,1870214;0,0
36;1,1874;0,021356631;;-0,022202505;-0,0023655826;0,0811155;-0,10716128;0,6220405;0,12967914;0,5476494;0,010921846;0,0443388;0,011062275;0,052617986;-0,04502547;0,022184404;0,16395995;0,21554506;0,013747669;0,050892394;-0,80030197;0,17893708;0,0
37;1,2174;0,0404077;-0,011066584;-0,05465389;-0,017648943;0,12949395;-0,1047677;0,6221456;0,12991555;0,5477022;0,0135810645;0,04158835;0,009196555;0,051988296;-0,040138945;0,0123730805;0,18288173;0,19365293;0,013914371;0,05120923;-0,744312;0,11691285;0,0
38;1,2474;0,03510229;-0,019942079;-0,050099783;-0,0010971999;0,11793685;-0,105175175;0,62226474;0,1301847;0,5477591;0,016376853;0,03877198;0,007964879;0,05149649;-0,037867174;0,0034651065;0,18550897;0,18888213;0,018947484;0,062483985;-0,7086857;0,12896687;0,0
39;1,2775;0,07479261;-0,024802951;-0,081137545;;0,2115884;-0,107478105;0,6224194;0,13036498;0,54777884;0,018827222;0,035962876;0,007367737;0,054388862;-0,037566394;-0,0046033547;0,19369316;0,18434416;0,026664421;0,058331344;-0,6938346;0,122930184;0,0
40;1,3076;0,1180132;0,062141337;-0,23690513;-0,21493755;0,39558083;-0,098821014;0,6225333;0,13058093;0,5478389;0,019343637;0,032799654;0,0066188416;0,057888225;-0,033241656;-0,02156751;0,1860215;0,18741514;0,032186378;0,051788226;-0,6743845;0,12487408;0,0
41;1,3476;;0,17217276;-0,5665635;;0,86352843;-0,08823741;0,62259257;0,1307804;0,547889;0,014917825;0,028001415;0,0033894398;0,063320264;-0,0072827702;-0,06676008;0,15792255;0,1812731;0,053005125;0,058595873;-0,6880149;0,11635505;0,0
42;1,3775;0,31818432;0,25603828;-0,80451983;-0,8013722;1,0;-0,079491585;0,62255454;0,13086829;0,5479028;0,0066986475;0,023166519;-0,000123961;0,071237125;0,025292544;-0,12094295;0,1365494;0,18886872;0,06305172;0,063008815;-0,69713944;0,14128947;0,0
43;1,4076;0,37931234;0,29660788;-0,9694241;-0,932981;;-0,075533934;0,62244093;0,1309569;0,54786074;-0,003971608;0,019132804;-0,0039245705;0,0817608;0,06258703;-0,17689864;0,12722285;0,1877531;0,066838056;0,062946565;-0,7230187;0,150646;0,0
44;1,4376;0,3218143;0,31558964;-0,96944743;-0,9795024;1,0;-0,07247425;0,62221855;0,13106653;0,5478783;-0,014520352;0,015459114;-0,007143774;0,09123811;0,09486743;;0,12264;0,18856815;0,060300168;0,0693846;-0,7447806;0,16257584;0,0
45;1,4675;0,24863286;0,12636155;-0,70039624;-0,48084417;0,9711945;-0,094455354;0,6220299;0,13117987;0,5478067;-0,020633766;0,014237355;-0,008672787;0,09816941;0,11169243;-0,2518575;0,130263;0,1921494;0,05897946;0,069194935;-0,7734631;0,18549898;0,0
46;1,5075;0,050314266;-0,16569164;-0,16857514;0,36294225;0,27430382;-0,129925;0,6218969;0,1313757;0,54787856;-0,01801752;0,016408287;-0,0025349732;0,09466542;0,066498324;;0,12519324;0,18751357;0,059245605;0,07331939;-0,7889342;0,20136057;0,0
47;1,5476;-0,060705133;;0,0013845842;-0,021799356;-0,08033144;-0,1167006;0,622046;0,13166921;0,5478494;-0,006354797;;0,004117434;0,08581406;0,018550424;-0,13850076;0,10131667;0,18644477;0,053274844;0,079726934;-0,83587676;0,21797733;0,0
48;1,5776;-0,026162159;-0,06429398;0,012965108;0,108336166;-0,01660662;-0,11541355;0,6221343;0,1318772;0,5479017;0,00014088566;0,0268833;0,006000018;0,08499552;0,0054293536;-0,08929612;0,056471173;0,18857928;0,045605417;0,08625003;-0,84759736;0,24128923;0,0
49;1,6177;-0,06118848;-0,002156497;-0,003709346;-0,014869778;;-0,11738666;0,62218773;0,13214682;0,5479301;0,0034197697;0,03020917;;0,0873253;-0,012616835;-0,043036863;0,022739545;0,19365828;0,04578246;0,07956635;-0,91293895;0,29236248;0,0
50;1,6577;-0,05445271;-0,04489478;;0,07263752;;-0,11537985;0,62220705;0,13242868;0,54802436;0,0037091693;0,032885607;0,008810046;0,086991586;-0,021823741;-0,009718312;0,016580755;0,19997026;0,042290516;0,079726346;-0,9339288;0,3200935;0,0
51;1,6876;-0,066397995;-0,031272367;0,0096168425;0,04323189;-0,10179992;-0,112962246;0,62222856;0,13265042;0,5480546;0,0034440611;0,034392867;0,00940896;0,086337306;-0,028504523;0,007610907;0,019244177;0,20395423;0,04382352;0,07982737;-0,9317064;0,33169493;0,0
52;1,7277;-0,05956114;-0,053376902;0,008060654;0,092115454;-0,08511163;-0,11330191;0,62217826;0,13300481;0,5482428;0,003258693;0,03609442;0,009870046;0,08595903;-0,033778053;0,024509018;0,032732747;0,21184538;0,04926368;0,07345351;-0,9657222;0,36149713;0,0
53;1,7677;-0,05805642;-0,024543116;0,008358558;0,030969346;-0,08291018;-0,11554049;0,6222057;0,13334103;0,5483418;0,003674117;0,03764618;;0,083085805;-0,03703194;;0,031756863;0,23006882;0,04297731;0,06264195;-0,91293895;0,3813431;0,0
54;1,7977;-0,04716823;-0,05320545;0,0073935194;0,08455269;-0,067116186;-0,11544127;0,6222296;0,13361979;0,54841524;0,0040593212;0,03904457;0,0106157;0,077994496;-0,03909246;0,042999364;0,03762585;0,23539215;0,045849677;0,05612993;-0,9339288;0,40413946;0,0
55;1,8275;-0,0167055;-0,072746575;0,18132165;0,10390398;-0,042975593;-0,12645468;0,6222245;0,13388929;0,54857385;0,004445138;0,04055222;0,010867882;0,07103443;-0,04128693;0,048785385;0,04732093;0,24507266;0,038373325;0,045186076;-0,9317064;0,42216638;0,0
56;1,8575;-0,049481068;-0,034155358;0,009082992;0,05153058;-0,069686405;-0,11480486;0,62228525;0,1341697;0,54865223;0,0059174676;0,04179689;0,011021823;0,062012967;;0,05308577;0,038287368;0,23871478;0,03201543;0,03854148;-0,9657222;0,48398945;0,0
57;1,8875;-0,059653193;-0,040054105;0,021582209;0,06284674;-0,091324605;-0,11361581;0,62231416;0,13446346;0,5487273;0,0062808697;;0,010615892;0,05249358;-0,04358271;0,057963282;0,029717874;0,23716661;0,030467268;0,038510695;-0,93932354;0,48867238;0,0
58;1,9175;;-0,064341016;0,019021045;0,103339985;-0,049053896;-0,11299739;0,62234515;0,13476905;0,5488037;0,0063040704;0,043512423;0,010220838;0,044619504;-0,044197656;0,06261544;0,012831603;0,2194509;0,02255548;0,038327456;-0,94163203;0,50147146;0,0
59;1,9475;-0,039780628;;0,018088942;0,07240928;-0,05888454;-0,11280098;0,6224036;0,1350354;0,54884475;0,0056933565;0,04315731;0,009841973;0,03880805;-0,045972634;0,0648106;0,009811681;0,21333326;0,018888824;0,038160127;-0,9339288;0,50938314;0,0
60;1,9775;-0,05979073;-0,04110915;0,025700817;;-0,09106366;-0,1105763;0,62243253;0,13527969;0,54890895;0,004338854;0,042478178;0,00893056;0,033751942;-0,046261497;0,06800115;0,030621333;0,19347963;0,021094;0,04897378;-0,9895703;0,51509696;0,0
61;2,0175;-0,03706544;-0,046281252;0,012248983;0,0738187;-0,052340105;-0,1099496;0,62246406;0,13567823;0,5489764;0,0043219174;;0,008333506;0,03424626;-0,045601524;0,0690621;0,07383874;0,17404456;0,023717761;0,05534269;-0,93932354;0,51075774;0,0
62;2,0475;-0,04518281;-0,035459526;0,020217795;0,053844985;-0,06924125;-0,111080095;0,6225117;0,13592027;0,5490436;0,005811694;0,039698113;0,007956953;0,037755076;-0,044648364;0,07061911;0,09157059;0,16192263;0,023850739;0,05523776;-0,94163203;0,50931495;0,0
63;2,0775;;;0,007184148;0,07717529;-0,05170819;;0,62258464;0,1361825;0,5490935;0,008055907;0,037657086;;0,04103159;-0,044676885;0,070838206;0,1223635;0,14029661;0,06840118;0,06843346;-0,9127645;0,5069323;0,0
64;2,1175;-0,033244375;-0,038442172;-0,0072998493;0,057701025;-0,051985625;-0,10779672;0,62270546;0,13649929;0,5491542;0,011256263;0,034786228;0,009176896;;-0,04437274;0,0709288;0,120961614;0,13342412;0,07623457;0,090699755;-0,88859224;0,49650893;0,0
65;2,1575;-0,032681245;-0,040857583;0,01371512;0,061764568;;;0,622857;0,13677175;0,54924744;0,014012917;0,032235466;0,01163685;0,061657444;-0,04517112;0,07143759;0,10818305;0,11978001;0,094453216;0,108670235;-0,8445489;0,48829255;0,0
66;2,1975;-0,041074164;-0,048462626;0,021467732;0,0734611;-0,06197895;-0,10939759;0,6230013;0,1370447;0,5493831;;;0,013838465;0,080955945;-0,04427073;;0,083257005;0,09213583;0,11337766;0,14459223;-0,838579;0,47670513;0,0
67;2,2376;-0,039021906;-0,04703722;0,019709153;0,070126265;-0,06234457;-0,10924111;0,62314826;0,13727821;0,549507;0,015780818;0,027321046;0,016480733;0,10766203;-0,044548497;;0,071037896;0,07337054;0,11667119;0,16275205;-0,81487995;0,4813046;0,0
68;2,2675;-0,0031266566;-0,021341363;-0,05344673;0,0037327055;0,048169043;-0,10699639;0,6232451;0,13741654;0,5496321;;0,024542846;0,018208094;0,13330823;-0,04401536;0,07066053;0,07407494;0,057341732;0,122701205;0,17631304;-0,8106555;0,45841387;0,0
69;2,2975;0,05656814;0,06291173;-0,2132458;-0,24073683;0,25383288;-0,09842326;0,62329966;0,13749436;0,54975575;0,012172792;0,020527609;0,018521251;0,16011837;-0,03451072;0,05505373;0,09667827;0,025814855;0,11813512;0,18102193;-0,7887595;0,4567802;0,0
70;2,3276;0,12128703;0,14570902;-0,42850104;-0,47083554;0,46577737;;0,6232906;0,13752507;0,5498789;0,008017133;;0,016691731;0,18564801;-0,012255673;0,027189111;0,10685516;0,018468441;0,1107887;0,18777572;-0,80357474;0,4475207;0,0
71;2,3675;0,112231016;0,2725156;-0,6206227;;0,509331;-0,0786607;0,6232125;0,13750957;0,54999137;0,00024652766;0,008116141;0,0110006975;0,21742404;0,035635017;-0,020726623;0,12014905;0,012506999;0,10727824;0,19897285;-0,76965624;0,42276385;0,0
72;2,3976;0,09377892;;-0,6449675;;0,4504084;-0,077654466;0,62312555;0,13750051;0,5500558;-0,004872099;0,005042896;0,006040806;0,23940958;0,076201595;-0,042902373;0,099887624;0,008322448;0,11534859;0,21223335;-0,8210623;0,38042265;0,0
73;2,4376;0,10650029;0,13384369;-0,6071019;-0,4942367;0,45343816;-0,091217905;0,6230071;0,13748752;0,550038;-0,010501157;0,002307019;0,0029304004;0,2651606;0,10454157;-0,059481047;0,0930023;-0,016997261;0,09002888;0,21644282;-0,7856437;0,32596618;0,0
74;2,4675;0,05470109;0,031245997;-0,46241307;-0,19915159;0,28117067;-0,10300474;0,6229029;0,13750891;0,5501086;;0,00025893754;0,0036567587;0,27705437;;-0,06440862;0,08540343;-0,05244016;0,09135069;0,21625341;-0,7898104;0,2978309;0,0
75;2,4975;0,0043607457;-0,15006009;-0,2807871;0,3253123;0,07670336;-0,13220541;0,62284917;0,13747704;0,55017024;;-0,0018601613;0,006811391;0,28194895;0,059967555;-0,054338276;0,059440136;-0,08211295;0,11314849;0,24043122;-0,79711455;0,2677348;0,0
76;2,5275;-0,06108765;-0,1724022;;0,41395354;-0,118391484;-0,13162443;0,6228268;0,13747169;0,55031824;-0,0107853245;-0,0035309803;0,013981784;0,28620628;0,00055551925;-0,028451495;0,057384964;-0,08954646;0,122871846;0,24699348;-0,81614345;0,25584173;0,0
77;2,5575;;-0,064609185;-0,08590473;0,15650205;;-0,12548529;0,6228527;0,13743532;0,55043566;-0,0074630515;-0,0047734496;0,018338347;0,2951794;-0,029799066;-0,0017218788;0,07185612;-0,071328126;0,121482335;0,25121158;-0,8295541;0,22703522;0,0
78;2,5875;-0,046914607;-0,044019975;-0,032174114;0,068878405;-0,112865336;-0,119088545;0,622901;0,1373583;0,55056477;-0,003531413;-0,005041714;0,019826138;0,3052546;-0,03620658;0,02019889;0,06118511;-0,053773653;0,12187994;0,2399933;-0,8557681;0,25150117;0,0
79;2,6177;-0,04958727;-0,038468547;-0,03125659;0,07383312;-0,09265195;-0,12313857;0,6229611;0,13734332;0,55063343;-0,00020869865;;0,02104144;0,31068835;-0,039905623;0,029930819;0,08038935;-0,0073777474;0,116805255;0,21548545;-0,96193445;0,28727138;0,0
80;2,6576;-0,044914443;-0,026624303;-0,08088304;0,038294964;-0,08227609;-0,12151312;0,6230333;0,13738205;0,5507548;0,0031764675;-0,0030040878;0,021901496;0,30413753;-0,04350994;0,038609996;0,065115385;-0,008797195;0,10067993;0,18667847;-0,99928296;0,3456279;0,0
81;2,6876;-0,04886574;0,0107424725;-0,1682824;-0,074455395;-0,06401601;-0,118508756;0,6230927;0,13740218;0,5508138;;;0,021104414;0,29116654;-0,04045547;0,04294854;0,05740154;-0,010392133;0,08683009;0,1734143;-0,97246706;0,36749402;0,0
82;2,7176;;0,08450728;-0,24809179;-0,2669546;0,04009565;-0,111079976;0,62309897;0,13743015;0,5508603;0,0021512308;;0,018545395;0,2760977;-0,02768614;0,04271365;0,027708521;0,023444053;0,07409765;0,17372115;-0,96571654;0,41256276;0,0
83;2,7476;0,02025471;0,15085226;-0,34582776;-0,47883752;0,17483735;-0,09886966;0,62307894;0,13746966;0,5508644;-0,0013128242;0,0009899413;0,0142507665;0,26618397;-0,0039546723;0,034757636;0,009793474;0,041758064;0,07035284;0,17392595;-0,9612107;0,49197206;0,0
84;2,7776;0,081169225;0,15297146;-0,41613358;-0,49614134;0,35592887;-0,09858665;0,6230055;0,13751705;0,5508361;-0,006235171;0,00197456;0,009644088;0,26138633;0,023725916;0,018352423;-0,016482633;0,0782811;0,05540528;0,1564007;-0,9709495;0,5777971;0,0
85;2,8076;0,07983945;0,17068364;-0,32542217;-0,54302704;0,36159775;-0,092219114;0,6228532;0,13753499;0,550865;-0,01137351;0,0031059778;0,0058107413;0,2535248;0,04298398;-0,0033227105;-0,013070759;0,08188271;0,05165395;0,15203546;-0,95260537;0,60458076;0,0
86;2,8477;-0,03860187;0,02612564;-0,12084758;-0,16174865;0,0010394319;-0,107355416;0,6227174;0,13759753;0,5509244;-0,013125907;0,0065109283;0,0035287451;0,23942468;0,049821246;-0,004593715;-0,004163695;0,08839428;0,043459635;0,14548948;-0,89236856;0,6422288;0,0
87;2,8878;;;0,0006844109;0,09845226;-0,045144204;-0,11462945;0,62261444;0,13768725;0,5511244;-0,009888828;0,010827797;0,005298879;0,22261134;0,026334858;0,019347185;0,03566669;0,09372102;0,034080494;0,14546244;-0,8439441;0,6571755;0,0
88;2,9278;-0,04226765;-0,058745574;-0,0023415252;0,08163154;-0,061529715;-0,11362306;0,62257856;0,13773306;0,55131984;;0,013595364;0,0075672036;0,20861839;-0,0021261966;;0,047636554;0,11143771;0,037091304;0,15196356;-0,80712837;0,7006101;0,0
89;2,9576;-0,013567437;-0,06195753;0,0120180715;0,08841164;-0,012137859;-0,11840897;0,6226019;0,13780533;0,55141544;-0,0021268919;0,015695767;0,0082758805;0,20345896;;0,043797325;0,044109136;0,1273611;0,038308818;0,1384271;-0,83532286;0,7034134;0,0
90;2,9974;-0,024235766;-0,043230616;0,0021596185;0,059946563;-0,031911433;-0,11404815;0,62266344;0,13790654;0,5514877;0,0011394249;0,018232718;0,009499602;0,19554111;-0,028739331;0,05010517;0,04840247;0,13383578;0,032528594;0,122370854;-0,8127432;0,69199467;0,0
91;3,0177;-0,037649907;-0,031114306;0,010065966;0,029067792;-0,056917198;-0,11412509;0,62269115;0,13799594;0,5515032;0,0024521307;0,01947764;0,009552929;0,18672287;-0,032390583;0,051863316;0,035626307;0,14213216;0,02366811;0,11550295;-0,8004382;0,669048;0,0
92;3,0476;-0,007917649;-0,056220002;-0,014634125;0,08791978;-0,0016275224;-0,115460806;0,6227033;0,13814597;0,5515831;0,0034176442;0,021370092;0,009227214;0,17450298;-0,035841413;0,0547601;0,027690398;0,13709576;0,013729745;0,10871343;-0,794579;0,65228516;0,0
93;3,0775;-0,040346462;-0,03891076;0,0052248156;0,04643737;-0,06309732;;0,6227024;0,13831975;0,55163836;0,0034811248;0,022600194;0,008864725;0,16268826;-0,041102078;0,055903748;0,016528867;0,13176805;0,015754977;0,104084216;-0,7330231;0,64990795;0,0
94;3,1076;-0,014346923;-0,054801367;0,013219118;0,080836356;-0,014464463;-0,11577834;0,622707;0,13848442;0,5516836;;0,02346362;0,008134994;0,15208139;-0,042019084;0,058477283;0,018306382;0,14829087;0,0077679977;0,09737078;-0,7254899;0,6597224;0,0
95;3,1376;-0,01895726;-0,057381667;0,009558441;0,08174637;-0,021713726;-0,115727454;0,6226991;0,13867345;0,5517601;0,0031375473;0,024205003;0,007739937;0,14178844;-0,045195565;0,05803924;0,03390299;0,16185157;-0,005632083;0,06848937;-0,68277633;0,67620593;0,0
96;3,1677;-0,034331847;-0,04843943;0,012423364;0,07087978;-0,048654087;;0,6227027;0,13886039;0,55185246;;0,02593044;0,0066384836;0,1253098;-0,045710903;0,061093617;0,042423125;0,1620122;-0,020177335;0,061881624;-0,6238984;0,6619426;0,0
97;3,2077;-0,020286478;;0,0085308775;0,08574863;-0,028055333;;0,6226908;0,13919811;0,5519505;0,004230545;0,02756787;0,005142772;0,10379952;-0,047537744;0,06232114;0,06560635;0,17498505;-0,0023025349;0,097804986;-0,48717928;0,7065424;0,0
