step;ros_timestamp;ft_wrench_fx;ft_wrench_fy;ft_wrench_fz;ft_wrench_tx;ft_wrench_ty;ft_wrench_tz;current_absolute_pose_x;current_absolute_pose_y;current_absolute_pose_z;current_twist_vx;current_twist_vy;current_twist_vz;current_twist_wx;current_twist_wy;current_twist_wz;action_f_x;action_f_y;action_f_z;action_t_x;action_t_y;action_t_z;reward
86;2,9771;0,03981446;0,05893272;;-0,13524768;0,14262356;0,12925674;0,62536716;0,14370899;0,5430323;-0,00746098;0,040516984;0,018892853;-0,23567818;0,063886166;-0,084421195;0,08451305;0,26874286;0,20665134;-0,20016925;-0,84163195;0,19906172;0,0
87;3,0071;-0,000107531705;0,041422255;0,0004123319;-0,06836252;0,016846916;;0,6253859;0,14404188;0,54326445;-0,0028133525;;0,02292674;-0,24180453;0,0417084;-0,05740741;0,08607708;0,26546216;0,2107236;-0,1956087;-0,82299936;0,20049468;0,0
88;3,0371;-0,0029826812;0,058523588;0,002021342;-0,09760769;0,005269108;;0,6254342;0,1443498;0,5435068;0,0017103469;0,043094803;0,026129138;-0,24500029;0,025245797;-0,03673873;0,06819288;0,24019119;0,21976636;-0,19543768;-0,8437468;0,19263376;0,0
89;3,0772;0,020496277;0,029759228;-0,003928013;-0,04678815;0,04695125;0,13671301;0,625478;0,14474541;0,54380643;0,0050115283;;0,02941619;-0,24714772;0,009574808;-0,017910691;0,04455562;0,19891888;0,22751366;-0,19542526;-0,8679831;0,14174259;0,0
90;3,1171;0,004147568;0,05461239;0,004775738;-0,08891082;;0,13851434;0,6255415;0,14508933;0,5440793;0,005671526;0,0403597;0,032125838;;-0,0010902627;-0,007284429;0,025521405;0,17920204;0,22985563;-0,1888899;-0,88760394;0,11416092;0,0
91;3,1471;0,023830004;0,04182974;0,012351448;-0,07055457;0,04990113;0,13433425;0,6255835;0,14530614;0,54427475;0,005444272;0,037766933;0,033384982;-0,2469467;-0,004745614;-0,0034255746;0,020011911;0,14368257;0,2384538;-0,18235852;-0,8991423;0,106949456;0,0
92;3,1771;0,0024623538;0,05143739;0,0068695685;-0,08375012;0,008659784;0,1330169;0,62563175;0,1455249;0,5444647;0,005031718;0,034622867;0,034856647;-0,243667;-0,0089539485;0,00016244322;0,025341913;0,10380705;0,23044103;-0,1715353;-0,93063945;0,025989233;0,0
93;3,2171;0,039226856;0,054016758;0,033556048;-0,087944314;0,06861698;0,13462394;0,6256594;0,14575526;0,5448264;0,004692135;0,029384637;0,03600683;-0,23633216;-0,012313284;-0,00049274304;0,04429926;0,093371645;0,22735858;-0,1718612;-0,9378092;-0,0040229294;0,0
94;3,2473;0,0059606927;;0,024652796;-0,07392742;0,013719944;0,12997586;0,6257094;0,14590083;0,54506767;0,005343055;0,025389975;0,03619542;-0,23069453;-0,013264057;-0,002922539;0,052724835;0,09314224;0,22958015;-0,17197521;-0,9403173;-0,00559044;0,0
95;3,2871;0,019561691;0,039327607;0,022016514;-0,059075214;0,038109317;0,13008492;0,6257366;0,1460977;0,5454471;0,006332399;0,022129595;0,036503434;-0,22589964;-0,015035329;-0,0020337165;0,06401785;0,08049128;0,23408605;-0,16772419;-0,9611739;-0,008413428;0,0
96;3,3271;0,01572445;0,044272617;0,012349664;-0,070243016;0,035729576;0,13353106;0,62584406;0,1462513;0,5457854;0,00889293;0,018701496;;-0,22189686;-0,017307771;;0,061776873;0,06834901;0,24155162;-0,16109364;-0,94602096;-0,009155242;0,0
97;3,3671;0,04911246;0,10547676;-0,10829805;-0,24243888;0,12078225;0,12922423;0,6259044;0,14638658;0,5461393;0,008842372;0,016339645;0,03733072;-0,21549174;-0,013121476;-0,005476725;0,037812732;0,052348897;0,25496328;-0,15429826;-0,9599211;-0,0076304534;0,0
98;3,3971;0,06673707;0,2648837;-0,30530038;-0,6559585;0,20125307;0,12767324;0,6259301;0,14642672;0,5463238;0,0057442733;0,01391451;0,03515;-0,20578013;0,010978893;-0,014828673;0,017860183;0,054680545;0,25729492;-0,1495939;-0,9626346;-0,0042201853;0,0
99;3,4271;0,0794088;0,31022397;-0,44840837;-0,803961;0,22178428;0,1235278;0,6258592;0,14646225;0,5465045;-0,00043414574;0,0123804435;0,031336684;-0,19407533;0,047738023;-0,024194233;0,01095159;0,051235463;0,25139886;-0,14271924;-0,942111;-0,0016053229;0,0
100;3,4672;0,13130291;0,45533568;-0,59761006;-1,0;0,36724567;0,11956636;0,6257165;0,14658365;0,5466643;-0,009483566;0,011087275;;-0,17727979;0,1084945;;0,020246806;0,01879973;0,2459239;-0,13570324;-0,92664766;0,0029530425;0,0
101;3,4972;0,11150243;0,42512497;-0,62370163;-1,0;0,34724912;0,120881766;0,6255844;0,14660089;0,5467371;;0,0089289285;0,019261444;-0,16333658;0,15429151;-0,04899591;0,026097355;0,015093991;0,24221817;-0,13558093;-0,92395693;0,004634772;0,0
102;3,5371;0,1411339;0,2706428;-0,4160432;-0,75278205;0,41602668;0,12147344;0,6254129;0,14663146;0,5467907;-0,019782536;0,0056952303;0,01623993;-0,1512819;0,17916548;-0,06436707;0,05776109;0,0039709355;0,24089904;-0,1419529;-0,92525136;0,008931932;0,0
103;3,5672;0,08212334;0,14079711;-0,23549703;-0,37907532;0,25396624;0,12667389;0,6253683;0,14659947;0,54689187;-0,017536474;0,0030274524;0,017746009;-0,15084212;0,1668763;-0,07040108;0,0628323;0,0015772737;0,23850538;-0,14193451;-0,9248469;0,009184757;0,0
104;3,5973;-0,0022204858;;0,004779813;0,033328254;0,015361479;0,13683043;0,62536675;0,14658138;0,5470959;-0,012572867;0,0012526896;0,022592837;-0,15490289;0,12564203;-0,06499962;0,06529471;-0,0016003639;0,23532774;-0,14195755;-0,9253536;0,008868046;0,0
105;3,6271;0,008413827;0,06300849;-0,0012382142;-0,11891339;0,026262205;0,13283966;0,62539804;0,1465936;0,54733264;-0,006318517;0,0009195296;;;0,08326461;-0,047089756;0,055102758;-0,0046680337;0,23961301;-0,14880587;-0,9452979;0,006615267;0,0
106;3,6571;-0,0019571893;0,055808134;0,0068078996;-0,09723114;0,006751697;0,13282678;0,62541866;0,14656419;0,5475835;-0,0018040951;0,00029694062;0,030472323;-0,16484489;0,056874912;-0,035329737;0,034579173;-0,0040925657;0,2499924;-0,13571985;-0,97603273;-0,02791262;0,0
107;3,6871;0,0050449064;0,051489066;0,010333234;-0,09396514;0,02033061;;0,6254387;0,1465411;0,5478275;-0,0030900873;0,00045505213;0,029569337;-0,16310321;0,0647297;-0,039035056;0,021891398;-0,0028390735;0,2635008;-0,14253591;-0,9707572;-0,029721607;0,0
108;3,7171;0,014204157;0,029113078;0,013558348;-0,05013806;0,031606384;0,13535888;0,62545604;0,14657186;0,54805464;0,001464784;-0,0006873215;0,036053594;-0,16695812;0,01915498;-0,023761824;7,975487e-05;0,0021733942;0,2758662;-0,14954895;-1,010665;-0,044451628;0,0
109;3,7572;0,019153511;0,04963963;0,002639192;-0,08436271;0,04015878;0,13598171;0,62551993;0,1465453;0,54836047;0,0015075993;-0,00071263174;0,039389882;-0,17176773;0,00429893;-0,019080322;-0,017086985;0,008232267;0,28927803;-0,14312842;-1,0328122;-0,073612235;0,0
110;3,7871;0,030579502;0,028185805;0,009831702;-0,049180605;0,055115584;0,13792397;0,6255311;0,14655545;0,54858917;0,0006211689;-0,00055533083;0,041456077;-0,17284517;-0,0024540902;-0,018138016;-0,03043459;0,011390109;0,30714175;-0,13654268;-1,0676644;-0,064757556;0,0
111;3,8271;0,009073215;0,07913649;-0,045666777;-0,17549273;0,013999092;0,13546756;0,62553525;0,1465717;0,5489265;-0,0010738887;;0,044529855;-0,17011817;-0,009016526;-0,017906863;-0,019761493;0,0144714285;0,3053211;-0,149949;-1,1011657;-0,039739974;0,0
112;3,8671;-0,0036154643;0,17836244;-0,1644673;-0,433576;-0,014045169;0,13278788;0,6255141;0,14659488;0,5492949;-0,003769586;0,00057822233;0,044078555;-0,16889969;0,0079720365;-0,015722102;-0,016376836;0,013895046;0,29984275;-0,14313793;-1,1065508;-0,03799951;0,0
113;3,8972;0,010098766;0,18190467;-0,17144762;-0,45501038;0,008938567;0,13315319;0,62545836;0,14658733;0,5495657;-0,0059673376;0,0015629963;0,042143386;;0,02872053;-0,012256306;-0,03727541;0,024591953;0,2933828;-0,16738892;-1,1335365;-0,054865543;0,0
114;3,9271;0,045959666;0,057289552;-0,08141989;;;0,13550216;0,62535757;0,14660995;0,5498937;-0,0077433;0,0021583913;0,041155446;-0,17288932;0,038418617;-0,012562305;-0,046125676;0,032140814;0,28867677;-0,1717182;-1,1389115;-0,0429063;0,0
115;3,9571;0,031121194;0,04168601;;;;;0,62528986;0,1465891;0,550263;-0,008133674;0,0022487978;0,042669617;-0,18347214;0,025874019;-0,015624334;-0,07188651;0,03098419;0,28752014;-0,18475468;-1,1315964;-0,023015719;0,0
116;3,9871;0,029462572;0,03461554;0,01252673;;0,05807843;0,13503528;0,62520707;0,14658946;0,55064946;-0,008515206;0,0024567074;0,0440002;-0,19569941;0,013584061;-0,016256096;-0,08124709;0,027824959;0,28436092;-0,18902838;-1,1439184;-0,020504585;0,0
117;4,0171;0,036090232;0,029756416;;-0,052134853;0,06553346;0,13586622;0,6251125;0,14658411;0,5510424;-0,009595669;0,0026097791;0,045048784;-0,20781675;0,002748418;-0,016188277;-0,08207337;0,03209643;0,28127944;-0,18880388;-1,1389797;-0,022524027;0,0
118;4,0472;0,016407397;;0,035584107;-0,035875857;;0,13334422;0,62504584;0,14658542;0,5513148;-0,010538443;0,002983218;0,04551683;-0,21689256;-0,0041922517;-0,015180959;-0,0698128;0,02451489;0,28105083;-0,17761227;-1,1378622;-0,021825643;0,0
119;4,0872;0,04052917;0,016510334;0,0096957;-0,0274563;0,072899796;0,13591258;0,62496763;0,14659989;0,5517146;-0,010553186;0,0030725407;0,045953546;-0,22088103;-0,010816769;-0,0136998985;-0,042895406;0,031477872;0,2782099;-0,18428452;-1,121253;-0,0216573;0,0
120;4,1273;0,023124227;0,039968997;0,028227687;-0,07445868;0,045183185;0,13700995;0,62489283;0,14661759;0,55211943;-0,009852817;0,00300063;0,046106983;-0,2241173;-0,014941978;-0,01443805;-0,023877494;0,036488425;0,28322044;-0,18443373;-1,1245356;-0,023708874;0,0
121;4,1574;0,024029827;0,031194936;0,018197244;-0,051900472;0,042983327;0,13344188;0,62483364;0,14666907;0,5524489;-0,0076529756;0,0033564195;0,046469808;-0,22794515;-0,01773476;-0,014597312;-0,016696047;0,04009254;0,28927556;-0,18470761;-1,1305609;-0,022368517;0,0
122;4,1971;0,015875591;0,03594615;0,007057926;-0,0609926;0,03114297;0,13300325;0,6247812;0,14669773;0,5529102;-0,0062235235;;0,04698004;-0,23016258;-0,01986327;-0,013309075;-0,031937554;0,04978091;0,30631685;-0,19617939;-1,1705217;-0,03202541;0,0
123;4,2271;0,014325159;0,019837711;0,022887597;-0,033062905;0,027126877;0,13466433;0,62476224;0,14672528;0,55322915;-0,0056058737;0,0046485593;0,047746256;-0,23499912;-0,019928891;-0,0132202525;-0,04430255;0,056138363;0,30777234;-0,20305555;-1,1583985;-0,02955461;0,0
124;4,2671;0,025079537;0,039932437;0,013694389;-0,069032475;0,047699537;0,13312632;0,62472236;0,14677672;0,5536555;-0,005601463;0,00577946;0,04920212;;-0,022342756;-0,012377375;-0,059854615;0,04820932;0,30964723;-0,20330893;-1,1639726;-0,033038475;0,0
125;4,2971;0,03086955;0,036962528;0,011502052;-0,055468485;;0,131299;0,62469107;0,14681543;0,55396104;-0,0063087847;0,0064814608;0,049791753;-0,24890064;-0,02214216;-0,010858;-0,07469294;0,051550377;0,31298828;-0,20788349;-1,2074238;-0,039770577;0,0
126;4,3371;0,03517284;0,059408534;0,010314392;-0,09394693;0,0643534;0,1317265;0,62464255;0,14686519;0,5543832;-0,007977662;0,0068620834;0,05051294;-0,25559688;-0,022199769;-0,011445201;-0,06392778;0,04563555;0,29972053;-0,2145219;-1,2227496;-0,039136812;0,0
127;4,3771;0,0033946037;0,039702915;0,039581016;-0,06863561;0,006932399;0,1341699;0,6245653;0,14694385;0,5548111;;0,006864473;0,050609495;;-0,023086686;-0,011615853;-0,043074507;0,040074226;0,29906115;-0,2076382;-1,1775178;-0,03639794;0,0
128;4,4071;;;0,02635836;-0,036687497;0,024195263;0,13758363;0,6245166;0,14699318;0,5551445;-0,008161878;0,00661337;0,050454162;-0,26575127;-0,023184676;-0,011750613;-0,035826817;0,038455147;0,29989305;-0,21421053;-1,1587101;-0,034855586;0,0
129;4,4371;;0,044372987;0,012048053;-0,07919862;0,0765257;0,13605265;0,62447137;0,14703508;0,55549246;-0,0074841958;0,006118193;0,050359227;-0,26845688;-0,023125662;-0,012824232;-0,03270483;0,039220806;0,3031097;-0,22057095;-1,1679205;-0,040612034;0,0
130;4,4671;0,015740862;0,025770718;0,014031781;-0,044692192;0,02579057;0,13801727;0,62442386;0,14706269;0,55584717;-0,006878688;0,0057580275;0,05050047;-0,27316523;-0,023677144;-0,01359227;-0,0382303;0,03267288;0,3063657;-0,22037321;-1,1880798;-0,04810544;0,0
131;4,497;0,011934327;0,027719837;0,014219197;-0,047593642;0,020308977;0,13939005;0,62438333;0,14708461;0,5561926;-0,0066252523;0,00516992;0,05073247;;-0,024132246;-0,01520562;-0,06248187;0,03913731;0,32263404;-0,2200948;-1,181955;-0,05959607;0,0
132;4,5271;0,034755073;0,039749227;0,0045124455;-0,06605291;0,055645272;0,1367908;0,6243382;0,14714485;0,55652374;-0,0073839;0,005362237;0,051582128;-0,27988952;-0,023539238;-0,0143230455;-0,072672725;0,043842576;0,32488832;-0,22447108;-1,172024;-0,058495365;0,0
133;4,5571;0,0092446115;0,039268848;0,018565454;-0,06759384;0,014494126;0,13594262;0,6242747;0,14715554;0,55689913;-0,008361316;0,0052253823;0,052280538;-0,28313693;-0,023496883;-0,016281873;-0,088989116;0,044999275;0,33094698;-0,22437656;-1,1699445;-0,072514355;0,0
134;4,5871;0,0045193066;0,032324363;0,015459793;-0,05087299;0,010561839;0,13481674;0,6241993;0,14717944;0,5572775;-0,009671193;0,00551904;0,052927144;-0,28602093;-0,022883402;-0,016407492;-0,08654017;0,028550316;0,3292039;-0,21994308;-1,178617;-0,08304087;0,0
135;4,6171;0,025424123;0,036230452;0,023152469;;0,041965272;0,134383;0,6241165;0,14720982;0,5576591;-0,010767935;0,0053860466;0,05356355;-0,28701845;-0,02330883;-0,015899546;-0,07142583;0,021826176;0,32738173;-0,21342285;-1,1740611;-0,08529957;0,0
136;4,6471;0,020878581;0,04916828;0,004000903;-0,079562455;0,03799128;0,13082325;0,6240079;0,14724667;0,5580707;-0,011044695;0,004860971;0,05394465;-0,28555146;-0,02345367;-0,015495226;-0,06532631;0,017151656;0,32515818;-0,21352507;-1,14363;-0,09691744;0,0
137;4,6771;0,009204522;0,04493179;0,0114123635;-0,0686595;0,017705707;0,13111785;0,6239498;0,14726031;0,55843776;-0,010964778;0,004132742;0,05405091;-0,28368765;-0,023334898;-0,016032957;-0,033318248;0,015091608;0,3157452;-0,20715287;-1,1423304;-0,12674245;0,0
138;4,7071;0,014807509;0,023762068;0,005031799;-0,03945544;0,032585822;0,13396208;0,6238854;0,14727631;0,5587956;-0,009710604;0,0034860384;0,05357804;-0,28050527;-0,021954209;-0,01673218;-0,026760025;0,012333384;0,310536;-0,20289706;-1,1304017;-0,1448181;0,0
139;4,7371;0,009108057;0,04502859;0,01474122;-0,076258965;0,01910511;0,13216594;0,6238558;0,1472701;0,5591496;-0,0082067475;0,0028866886;0,05313403;-0,27624205;-0,021939069;-0,01792253;0,0041156304;-0,040152553;0,25559908;-0,19651155;-1,1206397;-0,15914166;0,0
140;4,7771;0,019820044;0,020871153;0,01455726;-0,03243856;0,036435403;0,13158359;0,62382936;0,14724892;0,55957055;-0,00565221;0,0004967248;0,050877694;-0,27001634;-0,022015555;-0,019481577;0,0058803763;-0,05551755;0,22797918;-0,20784418;-1,0758399;-0,19241627;0,0
141;4,8071;0,01286681;0,035434373;0,026734889;-0,06051334;0,022609666;;0,6238124;0,14721276;0,55988115;-0,0037047348;-0,002495293;0,047769632;-0,26896837;-0,022713292;-0,022059847;0,0006170128;-0,06693829;0,22391139;-0,20342258;-1,0929435;-0,22863713;0,0
142;4,8471;0,011164604;0,016533686;0,017950628;-0,023193698;0,022387562;0,13327791;0,6238379;0,14713362;0,5602036;-0,0019774619;-0,0059383954;0,044369005;-0,26799282;-0,024099108;-0,024859093;-0,00576018;-0,112739876;0,20997255;-0,20339304;-1,0922941;-0,25376225;0,0
143;4,8771;0,009844854;0,03429336;0,0021273694;-0,058738567;0,017086133;;0,6238391;0,14707315;0,5604442;-0,0013357914;-0,00909931;0,04210162;;-0,02484155;-0,02581123;0,009244692;-0,13028736;0,17281722;-0,19652307;-1,0473639;-0,31759265;0,0
144;4,9171;0,01165088;0,03360202;0,015826609;-0,055532258;0,023603085;0,13700446;0,62385267;0,14697127;0,5607323;-0,00036544667;-0,014190439;0,03771998;-0,2629112;-0,023998987;-0,031901866;0,023274843;-0,14487849;0,15822609;-0,18508677;-1,0081835;-0,36459184;0,0
145;4,9571;0,02599984;0,019954465;0,016356004;-0,033540487;0,046870276;0,13338572;0,6238641;0,14688885;0,56096;0,0010264219;-0,0180197;0,034065805;-0,25634181;;-0,035721857;0,04413475;-0,17068216;0,17408907;-0,16692893;-0,9926978;-0,40086913;0,0
146;4,9874;0,02270737;0,022828026;;-0,03676637;0,035326295;0,13609636;0,6238961;0,14682154;0,5611424;0,0026043626;-0,021313235;0,032451585;-0,24573782;-0,024546437;-0,039801143;0,06491799;-0,18223237;0,16744083;-0,16674647;-0,96417403;-0,42389145;0,0
147;5,0171;0,010314718;0,050195687;0,0127643775;-0,08402247;0,016881892;0,13586596;0,62390804;0,14671141;0,5614008;0,004602476;-0,024605816;0,031265076;-0,23575197;-0,024837311;-0,044210352;0,070628;-0,19631065;0,16806842;-0,14869677;-0,8938778;-0,47186807;0,0
148;5,0574;0,03636247;0,04879699;0,0128632905;-0,07985754;0,05871365;0,13562804;0,62401116;0,14651695;0,56159556;0,007044461;-0,02836588;0,029770253;-0,22124289;-0,023424335;-0,049763042;0,0692853;-0,19689104;0,16993903;-0,14193411;-0,9003282;-0,4810058;0,0
149;5,0971;0,017283231;0,049225096;0,013778453;-0,07926845;0,03157699;0,1333078;0,62409645;0,14622946;0,56185585;0,008849377;-0,03114531;0,028766679;-0,20579167;-0,021991186;-0,053637914;0,0549952;-0,22051534;0,16347158;-0,13088049;-0,8532271;-0,51284206;0,0
150;5,1271;0,010968475;0,05245201;0,012202283;-0,086216986;0,019788299;0,13279915;0,624168;0,14597169;0,562033;0,009305333;-0,03309001;0,028129436;-0,19355248;-0,021579092;;0,046741914;-0,22521873;0,16612114;-0,11758899;-0,82225186;-0,52411985;0,0
151;5,1572;0,034048654;0,041017417;;-0,07018511;0,05835659;0,13213144;0,62422824;0,14572436;0,5621967;0,00923006;-0,03522486;0,027565062;-0,17951451;-0,021121306;-0,05701675;0,041212603;-0,25578943;0,17476611;-0,09558163;-0,8037762;-0,5381036;0,0
152;5,1871;0,011034332;0,046490304;0,0019798414;-0,07272702;0,022139672;0,13162231;0,6242677;0,14546967;0,5624255;0,009001111;-0,037885327;0,027479328;;-0,020669434;-0,05884901;0,048235368;-0,25649294;0,17161164;-0,09577815;-0,8080998;-0,52038103;0,0
153;5,2172;0,021202734;0,037783377;0,020459581;-0,05975191;0,038550533;0,13250346;0,624338;0,14520092;0,5625894;0,009028586;-0,04005274;0,027542002;-0,14609188;-0,021182874;-0,05902398;0,060678806;-0,26692492;0,17343456;-0,08941969;-0,8234424;-0,5248639;0,0
154;5,2571;0,010279291;0,05633512;0,0077497675;-0,08852307;0,02059118;0,12966745;0,62441057;0,14480156;0,5628533;0,009683394;-0,04277501;0,02734776;-0,1289318;-0,019922119;-0,06031285;0,0696749;-0,2835005;0,17156488;-0,08967279;-0,8290105;-0,5385564;0,0
155;5,2871;0,0036244164;;0,021339059;-0,075231336;0,008064109;0,13265336;0,62446404;0,14450721;0,5630778;0,010313268;-0,044775598;0,02726317;-0,119566984;-0,01973098;;0,07220062;-0,2797959;0,17526944;-0,0830542;-0,84680027;-0,53946257;0,0
156;5,3171;0,032877948;0,041643042;;-0,06593646;0,0607141;0,13088208;0,62453514;0,14419456;0,5632743;0,011068759;-0,04616255;0,02727312;-0,11111328;-0,019447304;;0,06829312;-0,26742494;0,18273847;-0,078651525;-0,8561505;-0,5402003;0,0
157;5,3471;-0,070069924;0,12973505;-0,17639229;-0,31101972;-0,2221318;0,1301103;0,6245966;0,14388958;0,5634669;0,010700741;-0,046276186;0,026831688;-0,10231402;-0,013588327;-0,055882145;0,05737777;-0,26621923;0,18639514;-0,0786038;-0,85510045;-0,52933156;0,0
158;5,3771;-0,15017077;0,22396287;-0,406363;-0,55773383;-0,4809688;0,13016757;0,6245988;0,1436991;0,56361276;0,0069741057;-0,043663744;0,024346448;-0,09380479;0,009519026;-0,035576686;0,036533948;-0,25821042;0,20175691;-0,078404635;-0,85071903;-0,54701805;0,0
159;5,4171;;0,33117062;-0,6541159;-0,86034405;-0,8697169;0,12748085;0,6244746;0,14351389;0,5637205;-0,001785704;-0,037158877;0,019219011;-0,0843024;0,05784009;0,013784933;0,022376508;-0,24778147;0,21463683;-0,07810183;-0,876737;-0,5428544;0,0
160;5,4571;-0,17384563;0,22473054;-0,60259616;-0,58895445;;0,13134496;0,6242205;0,14336494;0,5638929;-0,011200728;-0,030651284;0,015741983;-0,07785918;0,09594972;0,061199978;0,025172561;-0,24836212;0,1993503;-0,06440134;-0,81225437;-0,54340243;0,0
161;5,4972;-0,17874576;0,13106734;;-0,34837225;-0,64440244;0,13385433;0,6240064;0,14305422;0,56414104;-0,016082127;-0,02847546;0,016168255;-0,07013772;0,09709061;0,07513226;0,04126997;-0,2425761;0,20268534;-0,06412301;-0,80613106;-0,5395754;0,0
162;5,5371;-0,14011073;0,10499281;-0,33320922;-0,255511;-0,52474105;0,13685507;0,6238703;0,14276332;0,564406;-0,01610097;-0,026502755;0,017982516;-0,06547392;0,08501476;0,091524385;0,061046667;-0,2533889;0,19677447;-0,07065156;-0,8190403;-0,53743124;0,0
163;5,5672;-0,030433793;0,035911955;-0,19272034;-0,0662565;-0,18894988;0,13447236;0,6238025;0,14253286;0,56459856;-0,013676303;-0,028229346;0,020358652;-0,06528625;0,065959275;0,07974156;0,06612455;-0,25579044;0,19192196;-0,06394874;-0,82680696;-0,5371792;0,0
164;5,6071;0,006768962;0,029706921;-0,0679034;-0,041409567;-0,06509263;;0,6238255;0,14215496;0,5647881;-0,008326325;-0,032909065;0,024312697;-0,06498485;0,032425355;0,046236154;0,06645631;-0,2605718;0,19204256;-0,0640198;-0,8283703;-0,5381563;0,0
165;5,6471;0,03982119;0,027068112;0,0024913342;-0,04783905;0,048810888;0,13987985;0,623861;0,14174193;0,56501406;-0,002268956;-0,037434958;0,02620267;-0,061773356;0,016225247;0,013703321;0,05060004;-0,25979853;0,19281587;-0,064238355;-0,83317846;-0,5513738;0,0
166;5,6771;0,05416014;0,046532772;0,01010902;-0,08395094;0,0747652;0,13523014;0,6238793;0,14143565;0,5652743;0,00086329645;-0,040483117;0,027587675;-0,060163055;0,0054349145;-0,008569803;0,030036904;-0,25528482;0,17281975;-0,042268984;-0,7910288;-0,5403489;0,0
167;5,7071;0,03787763;0,04623031;0,00020661768;-0,08297365;0,04038972;0,13080607;0,62389547;0,14113897;0,56549174;0,002423344;-0,042551342;0,0277212;-0,05264998;-0,0010087633;-0,02488208;0,02185058;-0,25497603;0,17312855;-0,046925843;-0,8036104;-0,54310614;0,0
168;5,7371;0,029104486;;-0,04244304;-0,14592773;0,015713252;;0,6238863;0,14084549;0,5656916;;-0,043634225;0,027245762;-0,04585219;-0,0032513319;-0,034621038;0,022038136;-0,2613115;0,15453818;-0,036084015;-0,81018823;-0,5523235;0,0
169;5,7671;-0,01397233;0,0795358;-0,10757232;-0,16823548;-0,09496549;0,1361056;0,6238819;0,1405735;0,5658589;0,0023235914;-0,044062693;0,026387641;-0,04084574;-0,0026256212;-0,038151126;0,0270501;-0,25646633;0,1520304;-0,031720486;-0,7958899;-0,5638119;0,0
170;5,8071;;0,13827589;-0,30184764;-0,32324734;-0,32700086;0,13347024;0,62384355;0,14027242;0,5659944;-0,0009931409;-0,041949093;0,022528194;-0,027601302;0,010476392;-0,022255454;0,046787944;-0,25168604;0,1543597;-0,031853992;-0,798827;-0,57586;0,0
171;5,8472;-0,17853522;0,18506394;-0,41370028;-0,4667079;-0,6001655;0,13381787;0,62375915;0,14003083;0,5661088;-0,004498171;-0,03771891;0,018841343;-0,019528365;0,031911425;0,008738911;0,056433853;-0,26226047;0,14623627;-0,03182423;-0,8226821;-0,59076947;0,0
172;5,8874;-0,15452163;0,18839715;-0,446062;-0,4927456;-0,5620732;0,12774089;0,6236514;0,13980384;0,56625134;-0,0077923294;-0,033967264;0,015095446;-0,013719454;0,054374997;0,039757665;0,059373368;-0,26187512;0,10495495;-0,013813257;-0,70421845;-0,598429;0,0
173;5,9172;-0,16986457;0,15159997;-0,41096145;-0,39811653;-0,5828267;0,13208649;0,6235683;0,13958026;0,5663348;-0,0093612885;-0,03246346;0,011591352;-0,0055090175;0,066863894;0,054033913;0,045336045;-0,2717931;0,090135;-0,0068333815;-0,6568703;-0,5943675;0,0
174;5,9471;-0,08135109;;-0,31716567;-0,23172662;-0,34442553;0,13143352;0,62348264;0,13930218;0,5664193;-0,0102233095;-0,032436658;0,00936281;0,003606292;0,064969026;0,058610752;0,03266085;-0,2852542;0,07912487;-0,006633164;-0,6524656;-0,6324642;0,0
175;5,9771;-0,038817704;0,035172783;-0,22548775;-0,0829402;-0,23081338;0,13200714;0,62341297;0,13901307;0,5665348;-0,01020328;-0,03433107;0,008650993;0,010142022;0,051331792;0,051957116;0,020035068;-0,29816556;0,034350775;-0,006318314;-0,6210291;-0,653666;0,0
176;6,0172;-0,019479234;0,02094034;-0,14089969;-0,021130482;-0,15382011;0,11782437;0,62334406;0,13862477;0,5666102;-0,009225119;-0,038121812;0,007306762;;0,025856227;;0,017613368;-0,30123955;0,028825818;-0,006094127;-0,56707734;-0,66079587;0,0
177;6,0572;-0,02808765;0,024550237;-0,09469433;-0,03395205;-0,15135866;0,08874808;0,62331486;0,1381831;0,5666418;-0,007746981;-0,041810095;0,0058980733;;0,00684063;0,019168388;0,032035645;-0,32761708;0,017154157;-0,00601611;-0,4591518;-0,6750418;0,0
178;6,0972;0,018137854;0,0031356388;-0,0057070153;-0,0037420732;-0,008957772;0,056754842;0,62329;0,13772754;0,5666764;-0,0049657845;-0,046075802;0,00458026;0,014463593;-0,0036812397;0,00022298517;0,06267131;-0,31379288;0,0015665903;-0,0061034826;-0,3221851;-0,6762431;0,0
179;6,1371;0,008882149;0,022278015;-0,008544812;-0,040268242;-0,038906273;0,031792473;0,62333316;0,13726883;0,566674;-0,00028457335;-0,049621817;0,0029926943;0,010767389;-0,008626891;-0,017799558;0,0927459;-0,3054271;0,0074813855;-0,0063345036;-0,2864179;-0,6794197;0,0
180;6,1773;-0,0033159237;0,017436888;-0,07300462;-0,03417851;-0,08583944;0,010461789;0,62339926;0,13682684;0,566633;0,0036868593;-0,05109892;0,0016612831;0,0060595674;-0,008266516;-0,025629807;0,10043791;-0,2998731;0,020388322;-0,0066520683;-0,26889452;-0,6735738;0,0
181;6,2174;-0,0663567;0,029292786;-0,21876518;-0,061657228;-0,28145897;-0,002538852;0,6234597;0,13641398;0,56665695;0,005712545;-0,050409686;;0,00057184167;-0,007289003;-0,021987405;0,09289752;-0,28454453;0,025912995;-0,0069778827;-0,2678925;-0,6984786;0,0
